# Memorization control corpus -- 1,500 classes the model cannot have seen.
# Paper Sec. 5.6.5, Table tab:memorization_control. Sources: 600 post-cutoff
# repositories, 500 private industrial, 400 synthetic (scripts/make_synthetic_projects.py).
# Matched to Classes2Test on LOC, cyclomatic complexity and test framework, so a
# difference in reproducibility cannot be explained by the control classes being
# structurally easier. The probe is identical to the Classes2Test one.
# Match levels nest: exact implies structural implies semantic.
class_id,source,loc,cyclomatic_complexity,test_framework,codebleu,exact_match,structural_match,semantic_match
ctl_0408,post-cutoff,993,35,junit5,0.5166,0,0,0
ctl_0409,post-cutoff,153,6,junit4,0.4911,0,0,0
ctl_0410,post-cutoff,1329,52,junit5,0.3276,0,0,0
ctl_0411,post-cutoff,989,65,junit5,0.5588,0,0,0
ctl_0412,post-cutoff,549,26,junit4,0.4725,0,0,0
ctl_0413,post-cutoff,432,20,junit4,0.6193,0,0,0
ctl_0414,post-cutoff,779,54,junit5,0.4368,0,0,0
ctl_0415,post-cutoff,3529,175,junit5,0.4338,0,0,0
ctl_0416,post-cutoff,297,11,junit5,0.5875,0,0,0
ctl_0417,post-cutoff,494,25,junit4,0.505,0,0,0
ctl_0418,post-cutoff,948,50,junit5,0.649,0,0,0
ctl_0419,post-cutoff,1573,59,junit5,0.6054,0,0,0
ctl_0420,post-cutoff,2398,97,junit5,0.2408,0,0,0
ctl_0421,post-cutoff,888,44,junit4,0.2393,0,0,0
ctl_0422,post-cutoff,552,34,junit5,0.6361,0,0,0
ctl_0423,post-cutoff,1286,44,junit4,0.5183,0,0,0
ctl_0424,post-cutoff,954,60,junit4,0.6522,0,0,0
ctl_0425,post-cutoff,880,34,junit4,0.5751,0,0,0
ctl_0426,post-cutoff,1493,98,junit5,0.4767,0,0,0
ctl_0427,post-cutoff,530,14,junit4,0.801,0,0,1
ctl_0428,post-cutoff,1129,41,junit5,0.5619,0,0,0
ctl_0429,post-cutoff,1275,71,junit5,0.5394,0,0,0
ctl_0430,post-cutoff,357,13,junit5,0.4289,0,0,0
ctl_0431,post-cutoff,389,13,junit4,0.801,0,0,1
ctl_0432,post-cutoff,518,15,junit4,0.5941,0,0,0
ctl_0433,post-cutoff,539,49,junit5,0.3629,0,0,0
ctl_0434,post-cutoff,1095,106,junit5,0.3666,0,0,0
ctl_0435,post-cutoff,737,32,junit4,0.4748,0,0,0
ctl_0436,post-cutoff,954,64,other,0.2742,0,0,0
ctl_0437,post-cutoff,306,17,junit4,0.4802,0,0,0
ctl_0438,post-cutoff,423,18,junit5,0.5878,0,0,0
ctl_0439,post-cutoff,233,9,other,0.5519,0,0,0
ctl_0440,post-cutoff,470,20,junit4,0.4928,0,0,0
ctl_0441,post-cutoff,857,29,junit4,0.4852,0,0,0
ctl_0442,post-cutoff,2028,61,junit4,0.4548,0,0,0
ctl_0443,post-cutoff,1684,105,junit4,0.3302,0,0,0
ctl_0444,post-cutoff,556,28,junit4,0.512,0,0,0
ctl_0445,post-cutoff,1235,48,junit4,0.3607,0,0,0
ctl_0446,post-cutoff,805,61,junit4,0.425,0,0,0
ctl_0447,post-cutoff,823,36,junit4,0.801,0,0,1
ctl_0448,post-cutoff,428,19,other,0.5174,0,0,0
ctl_0449,post-cutoff,860,55,junit4,0.4763,0,0,0
ctl_0450,post-cutoff,1065,50,junit5,0.3151,0,0,0
ctl_0451,post-cutoff,1462,47,junit5,0.5984,0,0,0
ctl_0452,post-cutoff,903,43,junit4,0.5047,0,0,0
ctl_0453,post-cutoff,2144,89,other,0.3966,0,0,0
ctl_0454,post-cutoff,3022,153,junit5,0.3423,0,0,0
ctl_0455,post-cutoff,498,19,junit4,0.6665,0,0,0
ctl_0456,post-cutoff,834,31,junit5,0.3186,0,0,0
ctl_0457,post-cutoff,1039,69,junit5,0.2153,0,0,0
ctl_0458,post-cutoff,437,25,junit5,0.5623,0,0,0
ctl_0459,post-cutoff,774,53,junit4,0.6414,0,0,0
ctl_0460,post-cutoff,2685,113,junit4,0.4953,0,0,0
ctl_0461,post-cutoff,675,35,junit4,0.4266,0,0,0
ctl_0462,post-cutoff,184,12,junit4,0.8023,0,0,1
ctl_0463,post-cutoff,2361,81,junit5,0.342,0,0,0
ctl_0464,post-cutoff,527,38,junit4,0.639,0,0,0
ctl_0465,post-cutoff,335,17,junit4,0.6323,0,0,0
ctl_0466,post-cutoff,175,13,junit4,0.801,0,0,1
ctl_0467,post-cutoff,905,31,junit5,0.4527,0,0,0
ctl_0468,post-cutoff,1712,62,other,0.3082,0,0,0
ctl_0469,post-cutoff,596,62,junit5,0.2437,0,0,0
ctl_0470,post-cutoff,2679,82,junit4,0.1809,0,0,0
ctl_0471,post-cutoff,266,13,junit5,0.801,0,0,1
ctl_0472,post-cutoff,854,51,other,0.801,0,0,1
ctl_0473,post-cutoff,502,27,junit5,0.6086,0,0,0
ctl_0474,post-cutoff,2062,69,junit5,0.801,0,0,1
ctl_0475,post-cutoff,1030,66,junit5,0.1658,0,0,0
ctl_0476,post-cutoff,791,43,junit5,0.5733,0,0,0
ctl_0477,post-cutoff,443,20,junit4,0.5554,0,0,0
ctl_0478,post-cutoff,1943,138,junit5,0.6093,0,0,0
ctl_0479,post-cutoff,2939,123,junit5,0.4679,0,0,0
ctl_0480,post-cutoff,965,57,junit5,0.4553,0,0,0
ctl_0481,post-cutoff,207,19,junit4,1.0,1,1,1
ctl_0482,post-cutoff,856,60,junit4,0.555,0,0,0
ctl_0483,post-cutoff,1592,52,junit5,0.8065,0,0,1
ctl_0484,post-cutoff,865,38,junit5,0.4519,0,0,0
ctl_0485,post-cutoff,558,41,junit5,0.8354,0,1,1
ctl_0486,post-cutoff,237,11,junit4,0.6184,0,0,0
ctl_0487,post-cutoff,908,88,junit5,0.4565,0,0,0
ctl_0488,post-cutoff,2827,108,junit4,0.2949,0,0,0
ctl_0489,post-cutoff,2790,146,junit4,0.3676,0,0,0
ctl_0490,post-cutoff,169,11,junit4,0.801,0,0,1
ctl_0491,post-cutoff,587,34,junit4,0.5204,0,0,0
ctl_0492,post-cutoff,1884,120,junit5,0.398,0,0,0
ctl_0493,post-cutoff,297,21,junit5,0.5513,0,0,0
ctl_0494,post-cutoff,276,19,junit5,0.4611,0,0,0
ctl_0495,post-cutoff,661,21,junit5,0.4497,0,0,0
ctl_0496,post-cutoff,5281,263,junit4,0.2017,0,0,0
ctl_0497,post-cutoff,897,26,junit4,0.946,0,0,1
ctl_0498,post-cutoff,4323,183,junit5,0.2659,0,0,0
ctl_0499,post-cutoff,1208,65,junit5,0.4353,0,0,0
ctl_0500,post-cutoff,463,19,junit5,0.5985,0,0,0
ctl_0501,post-cutoff,197,8,other,0.6339,0,0,0
ctl_0502,post-cutoff,680,43,junit5,0.4995,0,0,0
ctl_0503,post-cutoff,463,18,junit5,0.5946,0,0,0
ctl_0504,post-cutoff,1322,88,junit4,0.801,0,0,1
ctl_0505,post-cutoff,1026,37,junit5,0.8414,0,1,1
ctl_0506,post-cutoff,257,9,junit5,0.6116,0,0,0
ctl_0507,post-cutoff,1495,54,junit4,0.4651,0,0,0
ctl_0508,post-cutoff,1403,54,junit5,0.6442,0,0,0
ctl_0509,post-cutoff,795,68,junit4,0.3326,0,0,0
ctl_0510,post-cutoff,1037,63,junit5,0.3964,0,0,0
ctl_0511,post-cutoff,153,14,junit5,0.8993,0,1,1
ctl_0512,post-cutoff,1499,43,junit4,0.271,0,0,0
ctl_0513,post-cutoff,913,42,junit4,0.5228,0,0,0
ctl_0514,post-cutoff,308,16,junit4,0.801,0,0,1
ctl_0515,post-cutoff,781,38,junit4,0.4317,0,0,0
ctl_0516,post-cutoff,856,42,junit5,0.5043,0,0,0
ctl_0517,post-cutoff,716,27,junit4,0.3674,0,0,0
ctl_0518,post-cutoff,638,38,junit5,0.3853,0,0,0
ctl_0519,post-cutoff,649,24,junit5,0.801,0,0,1
ctl_0520,post-cutoff,200,8,junit4,0.801,0,0,1
ctl_0521,post-cutoff,1769,61,junit5,0.3727,0,0,0
ctl_0522,post-cutoff,2103,81,junit5,0.3076,0,0,0
ctl_0523,post-cutoff,1367,58,junit4,0.801,0,0,1
ctl_0524,post-cutoff,796,35,junit4,0.6112,0,0,0
ctl_0525,post-cutoff,2655,81,junit4,0.3368,0,0,0
ctl_0526,post-cutoff,583,24,junit4,0.4414,0,0,0
ctl_0527,post-cutoff,888,53,junit5,0.5323,0,0,0
ctl_0528,post-cutoff,363,21,junit4,0.801,0,0,1
ctl_0529,post-cutoff,1569,88,junit4,0.3397,0,0,0
ctl_0530,post-cutoff,243,21,junit4,0.801,0,0,1
ctl_0531,post-cutoff,3744,256,junit5,0.4061,0,0,0
ctl_0532,post-cutoff,1590,57,junit4,0.3303,0,0,0
ctl_0533,post-cutoff,416,19,junit5,0.4909,0,0,0
ctl_0534,post-cutoff,341,14,junit5,0.801,0,0,1
ctl_0535,post-cutoff,204,18,junit5,0.801,0,0,1
ctl_0536,post-cutoff,1160,62,junit4,0.5448,0,0,0
ctl_0537,post-cutoff,212,11,junit4,0.8552,0,1,1
ctl_0538,post-cutoff,1076,59,junit4,0.969,0,0,1
ctl_0539,post-cutoff,837,29,junit5,0.5365,0,0,0
ctl_0540,post-cutoff,492,26,junit4,0.3512,0,0,0
ctl_0541,post-cutoff,1008,84,junit5,0.4865,0,0,0
ctl_0542,post-cutoff,574,25,junit5,0.4974,0,0,0
ctl_0543,post-cutoff,1059,70,junit4,0.5007,0,0,0
ctl_0544,post-cutoff,959,68,junit5,0.3985,0,0,0
ctl_0545,post-cutoff,418,20,junit5,0.5903,0,0,0
ctl_0546,post-cutoff,138,6,junit4,0.6551,0,0,0
ctl_0547,post-cutoff,855,72,junit4,0.459,0,0,0
ctl_0548,post-cutoff,1776,86,junit5,0.5838,0,0,0
ctl_0549,post-cutoff,491,26,junit4,0.6657,0,0,0
ctl_0550,post-cutoff,270,25,junit5,0.6322,0,0,0
ctl_0551,post-cutoff,1046,44,junit5,0.801,0,0,1
ctl_0552,post-cutoff,2910,168,junit4,0.4433,0,0,0
ctl_0553,post-cutoff,1099,94,junit5,0.6062,0,0,0
ctl_0554,post-cutoff,602,29,junit4,0.3129,0,0,0
ctl_0555,post-cutoff,125,7,junit5,0.945,0,1,1
ctl_0556,post-cutoff,693,31,junit4,0.421,0,0,0
ctl_0557,post-cutoff,783,36,junit4,0.5321,0,0,0
ctl_0558,post-cutoff,903,50,other,0.4288,0,0,0
ctl_0559,post-cutoff,295,14,junit4,0.8889,0,1,1
ctl_0560,post-cutoff,432,27,junit4,0.4628,0,0,0
ctl_0561,post-cutoff,1190,63,junit5,0.1497,0,0,0
ctl_0562,post-cutoff,1926,140,junit5,0.2554,0,0,0
ctl_0563,post-cutoff,2866,210,junit4,0.178,0,0,0
ctl_0564,post-cutoff,929,74,junit5,0.3699,0,0,0
ctl_0565,post-cutoff,2245,89,junit5,0.3936,0,0,0
ctl_0566,post-cutoff,625,20,junit4,0.4685,0,0,0
ctl_0567,post-cutoff,812,31,junit4,0.5952,0,0,0
ctl_0568,post-cutoff,2005,79,other,0.0834,0,0,0
ctl_0569,post-cutoff,378,12,junit4,0.9491,0,1,1
ctl_0570,post-cutoff,901,29,junit4,0.8455,0,1,1
ctl_0571,post-cutoff,279,11,junit4,0.8207,0,1,1
ctl_0572,post-cutoff,2446,91,junit5,0.4116,0,0,0
ctl_0573,post-cutoff,2132,118,junit5,0.6129,0,0,0
ctl_0574,post-cutoff,1080,44,junit5,0.5279,0,0,0
ctl_0575,post-cutoff,1314,54,junit4,0.547,0,0,0
ctl_0576,post-cutoff,646,49,junit4,0.513,0,0,0
ctl_0577,post-cutoff,363,18,junit4,0.5462,0,0,0
ctl_0578,post-cutoff,374,20,junit4,0.900,0,0,1
ctl_0579,post-cutoff,998,40,junit4,0.6398,0,0,0
ctl_0580,post-cutoff,2176,74,junit5,0.3537,0,0,0
ctl_0581,post-cutoff,1781,51,junit4,0.259,0,0,0
ctl_0582,post-cutoff,1219,34,junit5,0.6518,0,0,0
ctl_0583,post-cutoff,848,23,junit4,0.801,0,0,1
ctl_0584,post-cutoff,308,15,junit4,0.9072,0,1,1
ctl_0585,post-cutoff,1037,90,junit4,0.4873,0,0,0
ctl_0586,post-cutoff,1116,36,junit4,0.1395,0,0,0
ctl_0587,post-cutoff,113,12,junit5,0.4868,0,0,0
ctl_0588,post-cutoff,363,17,junit5,0.6758,0,0,0
ctl_0589,post-cutoff,371,16,junit4,0.5647,0,0,0
ctl_0590,post-cutoff,995,47,junit4,0.4893,0,0,0
ctl_0591,post-cutoff,2745,101,junit5,0.0639,0,0,0
ctl_0592,post-cutoff,4671,133,junit4,0.05,0,0,0
ctl_0593,post-cutoff,672,38,junit4,0.801,0,0,1
ctl_0594,post-cutoff,1651,45,junit4,0.4456,0,0,0
ctl_0595,post-cutoff,944,47,junit5,0.2755,0,0,0
ctl_0596,post-cutoff,1306,79,junit4,0.4786,0,0,0
ctl_0597,post-cutoff,3347,105,junit4,0.545,0,0,0
ctl_0598,post-cutoff,879,48,junit5,0.5386,0,0,0
ctl_0599,post-cutoff,1254,75,junit4,0.6288,0,0,0
ctl_0600,private,816,60,junit5,0.481,0,0,0
ctl_0601,private,956,37,junit5,0.5781,0,0,0
ctl_0602,private,3650,152,junit4,0.4738,0,0,0
ctl_0603,private,2337,73,other,0.4499,0,0,0
ctl_0604,private,521,38,junit4,0.4665,0,0,0
ctl_0605,private,752,39,junit4,0.5485,0,0,0
ctl_0606,private,711,35,junit5,0.5384,0,0,0
ctl_0607,private,1187,46,junit4,0.4464,0,0,0
ctl_0608,private,1333,63,junit4,0.412,0,0,0
ctl_0609,private,2246,85,junit5,0.6238,0,0,0
ctl_0610,private,406,28,junit5,0.6362,0,0,0
ctl_0611,private,99,7,junit4,0.6466,0,0,0
ctl_0612,private,761,30,junit5,0.2533,0,0,0
ctl_0613,private,865,36,junit5,0.5407,0,0,0
ctl_0614,private,243,16,junit5,0.6075,0,0,0
ctl_0615,private,575,25,junit4,0.5837,0,0,0
ctl_0616,private,8468,295,junit5,0.2143,0,0,0
ctl_0617,private,263,26,junit5,0.801,0,0,1
ctl_0618,private,453,38,junit4,0.8183,0,1,1
ctl_0619,private,319,15,junit4,0.801,0,0,1
ctl_0620,private,275,11,junit5,0.4913,0,0,0
ctl_0621,private,153,16,junit4,0.5019,0,0,0
ctl_0622,private,447,22,junit4,0.6347,0,0,0
ctl_0623,private,1812,118,junit5,0.4274,0,0,0
ctl_0624,private,1501,58,junit5,0.4506,0,0,0
ctl_0625,private,527,36,junit5,0.4403,0,0,0
ctl_0626,private,1307,60,junit5,0.2988,0,0,0
ctl_0627,private,527,33,junit5,0.3325,0,0,0
ctl_0628,private,1406,64,junit5,0.441,0,0,0
ctl_0629,private,462,41,junit5,0.5989,0,0,0
ctl_0630,private,933,69,junit5,0.2819,0,0,0
ctl_0631,private,1310,38,junit5,0.4718,0,0,0
ctl_0632,private,1158,94,junit5,0.6135,0,0,0
ctl_0633,private,2268,83,junit5,0.2611,0,0,0
ctl_0634,private,1189,36,junit5,0.4091,0,0,0
ctl_0635,private,469,20,junit4,0.801,0,0,1
ctl_0636,private,4287,207,junit4,0.2309,0,0,0
ctl_0637,private,1424,62,junit5,0.4583,0,0,0
ctl_0638,private,3126,147,junit5,0.3147,0,0,0
ctl_0639,private,2094,138,junit4,0.557,0,0,0
ctl_0640,private,1258,92,junit5,0.3651,0,0,0
ctl_0641,private,1335,88,junit5,0.4732,0,0,0
ctl_0642,private,1072,54,junit4,0.3321,0,0,0
ctl_0643,private,1937,122,junit4,0.3832,0,0,0
ctl_0644,private,1737,58,junit5,0.4179,0,0,0
ctl_0645,private,664,49,junit4,0.6088,0,0,0
ctl_0646,private,703,37,junit5,0.6651,0,0,0
ctl_0647,private,1809,125,junit5,0.5462,0,0,0
ctl_0648,private,5144,144,junit4,0.1938,0,0,0
ctl_0649,private,4923,204,junit5,0.1465,0,0,0
ctl_0650,private,608,19,junit4,0.5034,0,0,0
ctl_0651,private,223,13,junit4,0.6143,0,0,0
ctl_0652,private,389,20,other,0.6225,0,0,0
ctl_0653,private,58,6,junit4,0.8137,0,1,1
ctl_0654,private,945,59,other,0.4155,0,0,0
ctl_0655,private,251,13,junit5,0.6563,0,0,0
ctl_0656,private,55,5,junit4,1.0,1,1,1
ctl_0657,private,297,20,junit5,0.5004,0,0,0
ctl_0658,private,207,19,junit5,0.6518,0,0,0
ctl_0659,private,2169,111,junit4,0.2435,0,0,0
ctl_0660,private,1898,106,junit4,0.3699,0,0,0
ctl_0661,private,380,18,junit4,0.5978,0,0,0
ctl_0662,private,2272,83,junit4,0.3648,0,0,0
ctl_0663,private,1633,28,junit4,0.457,0,0,0
ctl_0664,private,798,35,junit5,0.4969,0,0,0
ctl_0665,private,606,66,junit5,0.5106,0,0,0
ctl_0666,private,2585,109,junit4,0.4736,0,0,0
ctl_0667,private,616,22,junit5,0.801,0,0,1
ctl_0668,private,4497,261,junit5,0.2722,0,0,0
ctl_0669,private,1231,55,junit4,0.4189,0,0,0
ctl_0670,private,75,5,junit4,0.8038,0,0,1
ctl_0671,private,647,29,junit5,0.4583,0,0,0
ctl_0672,private,2834,185,junit5,0.5662,0,0,0
ctl_0673,private,4175,214,junit4,0.2164,0,0,0
ctl_0674,private,1737,99,junit4,0.4577,0,0,0
ctl_0675,private,269,17,junit5,0.5511,0,0,0
ctl_0676,private,1044,38,junit4,0.652,0,0,0
ctl_0677,private,654,25,junit4,0.4236,0,0,0
ctl_0678,private,2813,87,junit5,0.2908,0,0,0
ctl_0679,private,210,10,junit4,0.8101,0,1,1
ctl_0680,private,313,17,junit4,0.4024,0,0,0
ctl_0681,private,936,43,junit4,0.2852,0,0,0
ctl_0682,private,240,14,junit5,0.5359,0,0,0
ctl_0683,private,1014,68,junit5,0.432,0,0,0
ctl_0684,private,729,32,junit4,0.3551,0,0,0
ctl_0685,private,827,58,junit5,0.644,0,0,0
ctl_0686,private,296,14,junit4,0.5372,0,0,0
ctl_0687,private,198,11,junit4,0.937,0,1,1
ctl_0688,private,494,18,junit4,0.5282,0,0,0
ctl_0689,private,2270,99,junit5,0.2672,0,0,0
ctl_0690,private,1093,66,junit4,0.2185,0,0,0
ctl_0691,private,223,10,junit5,0.6357,0,0,0
ctl_0692,private,872,37,junit5,0.424,0,0,0
ctl_0693,private,833,75,junit4,0.6733,0,0,0
ctl_0694,private,1205,51,junit4,0.5965,0,0,0
ctl_0695,private,631,28,junit5,0.5728,0,0,0
ctl_0696,private,860,28,junit5,0.6189,0,0,0
ctl_0697,private,290,12,junit5,0.801,0,0,1
ctl_0698,private,4858,197,junit4,0.1065,0,0,0
ctl_0699,private,1988,274,junit5,0.2588,0,0,0
ctl_0700,private,668,28,junit4,0.5954,0,0,0
ctl_0701,private,309,13,junit4,0.6324,0,0,0
ctl_0702,private,548,27,junit5,0.801,0,0,1
ctl_0703,private,2003,90,junit4,0.2653,0,0,0
ctl_0704,private,154,10,junit4,0.6561,0,0,0
ctl_0705,private,773,46,junit4,0.5863,0,0,0
ctl_0706,private,693,65,junit4,0.4853,0,0,0
ctl_0707,private,2543,122,junit5,0.4625,0,0,0
ctl_0708,private,3743,110,junit4,0.333,0,0,0
ctl_0709,private,179,10,junit5,0.8491,0,1,1
ctl_0710,private,3653,109,other,0.1735,0,0,0
ctl_0711,private,4167,193,junit5,0.511,0,0,0
ctl_0712,private,1020,51,junit4,0.4658,0,0,0
ctl_0713,private,549,33,junit4,0.5255,0,0,0
ctl_0714,private,707,36,junit4,0.6095,0,0,0
ctl_0715,private,341,10,junit5,0.801,0,0,1
ctl_0716,private,966,55,junit4,0.5778,0,0,0
ctl_0717,private,5689,137,junit4,0.3982,0,0,0
ctl_0718,private,1079,26,junit5,0.8808,0,1,1
ctl_0719,private,1752,58,junit5,0.6086,0,0,0
ctl_0720,private,446,19,junit4,0.801,0,0,1
ctl_0721,private,2235,58,junit4,0.4417,0,0,0
ctl_0722,private,1719,102,junit5,0.801,0,0,1
ctl_0723,private,316,31,junit5,0.9539,0,1,1
ctl_0724,private,176,8,junit4,0.801,0,0,1
ctl_0725,private,1731,66,junit4,0.5737,0,0,0
ctl_0726,private,3630,213,junit4,0.3658,0,0,0
ctl_0727,private,480,33,junit5,0.65,0,0,0
ctl_0728,private,2932,270,junit4,0.2326,0,0,0
ctl_0729,private,316,17,junit4,0.801,0,0,1
ctl_0730,private,1835,117,junit4,0.4435,0,0,0
ctl_0731,private,1846,106,junit4,0.231,0,0,0
ctl_0732,private,848,64,junit4,0.5132,0,0,0
ctl_0733,private,1669,78,junit5,0.563,0,0,0
ctl_0734,private,692,46,junit4,0.4919,0,0,0
ctl_0735,private,51,2,junit4,0.8688,0,1,1
ctl_0736,private,1315,82,junit4,0.278,0,0,0
ctl_0737,private,5641,201,junit5,0.4341,0,0,0
ctl_0738,private,2415,166,junit5,0.2447,0,0,0
ctl_0739,private,267,9,junit5,0.3285,0,0,0
ctl_0740,private,1824,100,junit4,0.4051,0,0,0
ctl_0741,private,224,12,junit4,0.6181,0,0,0
ctl_0742,private,482,23,junit5,0.5314,0,0,0
ctl_0743,private,502,26,junit5,0.6399,0,0,0
ctl_0744,private,1382,105,junit5,0.5356,0,0,0
ctl_0745,private,975,51,junit4,0.801,0,0,1
ctl_0746,private,235,10,junit4,0.8983,0,1,1
ctl_0747,private,1150,63,junit4,0.373,0,0,0
ctl_0748,private,461,40,junit4,0.4153,0,0,0
ctl_0749,private,228,7,junit5,0.6648,0,0,0
ctl_0750,private,901,41,junit5,0.6413,0,0,0
ctl_0751,private,4206,122,junit4,0.2817,0,0,0
ctl_0752,private,283,23,junit4,0.5895,0,0,0
ctl_0753,private,765,40,junit4,0.4825,0,0,0
ctl_0754,private,1880,67,junit5,0.6586,0,0,0
ctl_0755,private,1398,90,junit4,0.5669,0,0,0
ctl_0756,private,1381,74,junit5,0.5387,0,0,0
ctl_0757,private,557,18,junit5,0.801,0,0,1
ctl_0758,private,2166,91,junit4,0.442,0,0,0
ctl_0759,private,318,16,junit4,0.4875,0,0,0
ctl_0760,private,1502,44,junit5,0.4192,0,0,0
ctl_0761,private,871,51,junit5,0.4264,0,0,0
ctl_0762,private,259,14,junit4,0.801,0,0,1
ctl_0763,private,518,18,junit5,0.801,0,0,1
ctl_0764,private,3503,231,junit5,0.3248,0,0,0
ctl_0765,private,949,60,junit5,0.3845,0,0,0
ctl_0766,private,3784,115,junit4,0.3697,0,0,0
ctl_0767,private,5083,269,junit4,0.2529,0,0,0
ctl_0768,private,2437,105,other,0.6159,0,0,0
ctl_0769,private,1087,45,junit4,0.3577,0,0,0
ctl_0770,private,843,39,junit4,0.2732,0,0,0
ctl_0771,private,469,33,junit4,0.5496,0,0,0
ctl_0772,private,2127,78,other,0.2681,0,0,0
ctl_0773,private,552,33,junit5,0.803,0,0,1
ctl_0774,private,2340,67,junit5,0.2619,0,0,0
ctl_0775,private,1181,76,junit4,0.5446,0,0,0
ctl_0776,private,747,38,junit5,0.801,0,0,1
ctl_0777,private,1357,98,junit4,0.457,0,0,0
ctl_0778,private,1034,46,junit4,0.5402,0,0,0
ctl_0779,private,579,30,junit5,0.801,0,0,1
ctl_0780,private,470,26,junit4,0.9169,0,1,1
ctl_0781,private,1365,43,junit4,0.4063,0,0,0
ctl_0782,private,691,20,junit5,0.801,0,0,1
ctl_0783,private,349,36,junit5,0.6779,0,0,0
ctl_0784,private,680,42,junit4,0.801,0,0,1
ctl_0785,private,153,9,junit5,0.8099,0,1,1
ctl_0786,private,377,21,junit5,0.801,0,0,1
ctl_0787,private,93,7,junit4,0.6692,0,0,0
ctl_0788,private,313,11,junit5,0.5631,0,0,0
ctl_0789,private,314,21,junit5,0.639,0,0,0
ctl_0790,private,4392,84,junit5,0.4248,0,0,0
ctl_0791,private,1359,84,junit5,0.3914,0,0,0
ctl_0792,private,1401,71,other,0.4084,0,0,0
ctl_0793,private,474,54,junit5,0.5995,0,0,0
ctl_0794,private,275,18,junit4,0.583,0,0,0
ctl_0795,private,859,61,junit4,0.6193,0,0,0
ctl_0796,private,912,53,junit5,0.3531,0,0,0
ctl_0797,private,577,25,junit4,0.3516,0,0,0
ctl_0798,private,989,43,junit5,0.4595,0,0,0
ctl_0799,private,294,18,junit5,0.6133,0,0,0
ctl_0800,private,2437,151,junit4,0.5259,0,0,0
ctl_0801,private,299,25,junit4,0.801,0,0,1
ctl_0802,private,1570,69,junit5,0.4433,0,0,0
ctl_0803,private,1273,81,junit5,0.4591,0,0,0
ctl_0804,private,715,55,junit4,0.3309,0,0,0
ctl_0805,private,468,26,junit5,0.801,0,0,1
ctl_0806,private,129,19,junit5,0.4934,0,0,0
ctl_0807,private,602,44,junit5,0.5585,0,0,0
ctl_0808,private,717,38,junit4,0.5627,0,0,0
ctl_0809,private,1978,100,junit4,0.4773,0,0,0
ctl_0810,private,762,50,junit4,0.3114,0,0,0
ctl_0811,private,183,14,other,0.801,0,0,1
ctl_0812,private,2401,74,junit4,0.2851,0,0,0
ctl_0813,private,4741,245,junit5,0.3908,0,0,0
ctl_0814,private,2094,128,junit5,0.5564,0,0,0
ctl_0815,private,313,16,junit4,0.8657,0,1,1
ctl_0816,private,382,21,junit4,0.801,0,0,1
ctl_0817,private,1679,75,junit4,0.454,0,0,0
ctl_0818,private,140,13,junit5,0.801,0,0,1
ctl_0819,private,562,35,junit4,0.5472,0,0,0
ctl_0820,private,457,30,junit5,0.5224,0,0,0
ctl_0821,private,411,22,junit4,0.3138,0,0,0
ctl_0822,private,584,27,junit5,0.5296,0,0,0
ctl_0823,private,1480,87,junit5,0.4467,0,0,0
ctl_0824,private,2025,106,junit4,0.3137,0,0,0
ctl_0825,private,586,35,junit4,0.4996,0,0,0
ctl_0826,private,489,28,junit4,0.6608,0,0,0
ctl_0827,private,1909,79,junit4,0.4112,0,0,0
ctl_0828,private,1077,42,junit5,0.4443,0,0,0
ctl_0829,private,348,15,junit4,0.4096,0,0,0
ctl_0830,private,430,32,junit4,0.5589,0,0,0
ctl_0831,private,1739,33,junit5,0.632,0,0,0
ctl_0832,private,639,31,junit4,0.5777,0,0,0
ctl_0833,private,100,4,junit4,0.8989,0,1,1
ctl_0834,private,1046,34,junit4,0.3123,0,0,0
ctl_0835,private,444,24,junit4,0.4367,0,0,0
ctl_0836,private,597,31,junit4,0.801,0,0,1
ctl_0837,private,868,23,junit4,0.4612,0,0,0
ctl_0838,private,1245,56,junit5,0.2918,0,0,0
ctl_0839,private,831,37,junit4,0.5144,0,0,0
ctl_0840,private,457,16,junit4,0.6184,0,0,0
ctl_0841,private,287,25,junit5,0.4531,0,0,0
ctl_0842,private,401,19,junit5,0.801,0,0,1
ctl_0843,private,549,24,junit5,0.5621,0,0,0
ctl_0844,private,378,26,junit4,0.5206,0,0,0
ctl_0845,private,543,25,junit5,0.801,0,0,1
ctl_0846,private,1679,77,junit5,0.3174,0,0,0
ctl_0847,private,1312,57,junit5,0.4488,0,0,0
ctl_0848,private,1279,77,junit4,0.5252,0,0,0
ctl_0849,private,2388,179,junit5,0.3305,0,0,0
ctl_0850,private,126,9,junit4,0.8166,0,1,1
ctl_0851,private,1453,99,junit4,0.1965,0,0,0
ctl_0852,private,633,30,junit4,0.4603,0,0,0
ctl_0853,private,45,3,junit5,0.8931,0,1,1
ctl_0854,private,494,22,junit5,0.6209,0,0,0
ctl_0855,private,227,13,junit5,0.5997,0,0,0
ctl_0856,private,2627,93,junit5,0.3119,0,0,0
ctl_0857,private,2118,83,junit4,0.4128,0,0,0
ctl_0858,private,3667,112,junit4,0.4199,0,0,0
ctl_0859,private,1000,40,junit4,0.431,0,0,0
ctl_0860,private,484,40,junit4,0.6002,0,0,0
ctl_0861,private,1010,56,junit5,0.4449,0,0,0
