# Ablation study, per class (paper Sec. 4.7, tab:ablation_results).
# 2,000 stratified classes x 5 configurations, paired: every configuration produced a
# result for every class. The No-Classifier arm is identical to Full Crew on every
# class that compiled on the first attempt, since the Classifier runs only from the
# second correction attempt onward and cannot affect a class that never reached it.
class_id,repo_id,class_name,package,configuration,CR_initial,CR_after_fix,fix_iterations,line_coverage,branch_coverage,method_coverage,mutation_score,num_tests,AR,EH,MG,EA,LT,UT,RO,MNT
1359,13458,Class1358,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,11,0.33,0,0,0,1.08,0,0,8
1360,13459,Class1359,com.data.repo,Full Crew (Baseline),100.0,100.0,0,85.08,77.26,88.67,83.94,6,0.48,0,0,3,2.22,0,0,7
1361,13460,Class1360,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,94.43,84.54,94.99,74.97,7,0.63,1,0,0,1.24,0,0,7
1362,13461,Class1361,com.example.service,Full Crew (Baseline),100.0,100.0,0,88.21,82.19,94.00,83.73,14,0.57,0,0,2,1.41,1,0,7
1363,13462,Class1362,org.apache.util,Full Crew (Baseline),100.0,100.0,0,96.45,96.17,100.00,91.40,25,0.17,0,0,1,0.78,0,0,11
1364,13463,Class1363,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,92.72,100.00,92.65,22,0.38,0,0,0,0.72,1,0,18
1365,13464,Class1364,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.51,78.83,93.55,76.80,28,0.74,1,0,0,1.02,0,0,9
1366,13465,Class1365,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,93.49,83.13,91.68,98.43,26,0.67,0,1,0,1.42,0,0,9
1367,13466,Class1366,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,93.14,100.00,100.00,6,0.42,0,0,0,0.87,1,0,5
1368,13467,Class1367,org.apache.util,Full Crew (Baseline),100.0,100.0,0,99.17,93.66,100.00,90.29,17,0.08,0,0,4,1.64,0,0,7
1369,13468,Class1368,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,93.96,100.00,97.63,15,0.00,0,0,3,1.63,1,0,11
1370,13469,Class1369,com.data.repo,Full Crew (Baseline),100.0,100.0,0,91.22,82.12,100.00,97.00,9,0.66,0,0,0,1.78,0,0,6
1371,13470,Class1370,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,83.09,76.78,89.73,98.85,9,0.53,1,0,1,0.86,0,0,6
1372,13471,Class1371,com.example.service,Full Crew (Baseline),100.0,100.0,0,86.62,81.02,90.68,96.04,11,0.41,0,0,0,1.53,0,0,10
1373,13472,Class1372,org.apache.util,Full Crew (Baseline),100.0,100.0,0,98.23,91.04,95.21,99.32,22,0.22,1,0,0,1.40,0,0,11
1374,13473,Class1373,io.core.net,Full Crew (Baseline),100.0,100.0,0,98.25,95.20,100.00,97.32,7,0.90,0,0,0,1.14,0,0,12
1375,13474,Class1374,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,92.46,6,0.29,0,0,2,0.52,0,0,7
1376,13475,Class1375,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,96.35,100.00,94.28,18,0.39,0,0,0,0.67,0,1,11
1377,13476,Class1376,com.example.service,Full Crew (Baseline),100.0,100.0,0,77.76,62.63,88.16,91.18,1,1.02,0,0,0,1.78,0,0,8
1378,13477,Class1377,org.apache.util,Full Crew (Baseline),100.0,100.0,0,85.04,69.33,87.24,78.84,7,0.56,1,0,2,1.93,0,0,6
1379,13478,Class1378,io.core.net,Full Crew (Baseline),100.0,100.0,0,96.96,96.78,100.00,100.00,7,0.61,0,0,2,1.02,0,1,6
1380,13479,Class1379,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,99.60,100.00,14,0.56,1,0,0,0.20,0,0,8
1381,13480,Class1380,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,94.99,85.73,97.99,86.51,8,0.59,0,0,0,1.58,0,0,8
1382,13481,Class1381,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,95.15,9,0.24,0,0,0,1.26,1,0,13
1383,13482,Class1382,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,16,0.55,1,0,1,0.93,0,0,9
1384,13483,Class1383,io.core.net,Full Crew (Baseline),100.0,100.0,0,98.48,92.46,92.90,83.79,10,0.07,1,0,1,1.17,0,0,8
1385,13484,Class1384,com.data.repo,Full Crew (Baseline),100.0,100.0,0,93.93,82.58,97.39,100.00,8,0.72,1,0,0,1.76,2,0,9
1386,13485,Class1385,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,95.86,98.25,100.00,89.47,6,0.31,0,0,0,1.49,0,0,5
1387,13486,Class1386,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,16,0.30,0,0,1,1.29,0,0,10
1388,13487,Class1387,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,7,0.44,1,0,0,0.53,1,0,7
1389,13488,Class1388,io.core.net,Full Crew (Baseline),100.0,100.0,0,80.76,73.32,93.22,77.71,14,0.64,1,0,2,2.74,0,0,5
1390,13489,Class1389,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,90.30,16,0.17,1,0,0,0.33,0,0,6
1391,13490,Class1390,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,97.11,96.92,100.00,16,0.90,0,0,1,1.44,0,0,10
1392,13491,Class1391,com.example.service,Full Crew (Baseline),100.0,100.0,0,95.46,88.25,97.32,97.07,16,0.83,0,0,1,2.01,0,0,9
1393,13492,Class1392,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,95.48,16,0.15,1,0,0,1.08,1,1,6
1394,13493,Class1393,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,92.48,100.00,100.00,19,0.37,0,0,0,1.20,0,0,5
1395,13494,Class1394,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,17,0.26,1,0,1,1.35,1,0,10
1396,13495,Class1395,org.adbcj.mysql.codec,Full Crew (Baseline),0.0,100.0,1,74.20,71.16,86.29,63.46,19,1.08,0,0,2,1.38,0,0,6
1397,13496,Class1396,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,97.79,100.00,100.00,23,0.17,0,0,0,1.72,0,0,8
1398,13497,Class1397,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,99.58,100.00,100.00,28,0.29,0,0,2,1.87,1,0,6
1399,13498,Class1398,io.core.net,Full Crew (Baseline),100.0,100.0,0,86.54,83.41,92.95,65.03,11,0.39,0,0,1,0.94,0,0,8
1400,13499,Class1399,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.93,100.00,100.00,86.66,8,0.00,1,0,2,0.78,0,0,7
1401,13500,Class1400,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,96.79,100.00,16,0.32,0,0,0,1.23,0,0,16
1402,13501,Class1401,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,99.77,100.00,95.07,18,0.33,0,1,2,1.92,0,0,6
1403,13502,Class1402,org.apache.util,Full Crew (Baseline),100.0,100.0,0,96.93,100.00,100.00,93.72,14,0.49,0,0,1,0.45,0,0,7
1404,13503,Class1403,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,99.91,89.74,8,0.48,0,0,4,0.55,1,0,6
1405,13504,Class1404,com.data.repo,Full Crew (Baseline),0.0,100.0,1,74.83,68.43,86.17,79.26,17,0.61,0,0,1,1.64,0,0,5
1406,13505,Class1405,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,99.03,100.00,100.00,16,0.39,0,0,0,1.00,1,0,13
1407,13506,Class1406,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,96.97,16,0.63,0,0,0,1.50,0,0,7
1408,13507,Class1407,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,93.95,16,0.36,0,1,0,1.38,0,0,11
1409,13508,Class1408,io.core.net,Full Crew (Baseline),100.0,100.0,0,97.76,83.24,98.41,100.00,21,0.82,0,0,0,1.33,1,0,10
1410,13509,Class1409,com.data.repo,Full Crew (Baseline),100.0,100.0,0,88.28,89.95,98.93,94.87,17,0.44,0,0,1,0.69,0,1,11
1411,13510,Class1410,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,74.81,76.16,82.48,79.27,12,0.39,0,0,1,2.49,0,0,6
1412,13511,Class1411,com.example.service,Full Crew (Baseline),100.0,100.0,0,85.53,81.36,79.88,83.67,18,0.77,1,0,1,0.98,0,0,7
1413,13512,Class1412,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.32,0,0,1,0.38,0,0,7
1414,13513,Class1413,io.core.net,Full Crew (Baseline),100.0,100.0,0,95.59,96.12,97.88,100.00,12,0.28,1,0,1,0.56,0,0,9
1415,13514,Class1414,com.data.repo,Full Crew (Baseline),100.0,100.0,0,97.95,91.74,100.00,100.00,13,0.23,0,0,2,0.96,0,0,5
1416,13515,Class1415,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,90.11,78.00,97.70,94.29,17,0.49,0,0,1,1.71,0,0,7
1417,13516,Class1416,com.example.service,Full Crew (Baseline),100.0,100.0,0,80.70,78.16,88.63,73.63,9,0.95,0,0,0,2.80,0,0,10
1418,13517,Class1417,org.apache.util,Full Crew (Baseline),100.0,100.0,0,88.04,85.93,92.16,100.00,27,0.62,1,0,0,1.45,0,0,7
1419,13518,Class1418,io.core.net,Full Crew (Baseline),100.0,100.0,0,90.57,81.98,95.56,93.05,20,0.78,1,0,2,1.58,1,0,7
1420,13519,Class1419,com.data.repo,Full Crew (Baseline),0.0,100.0,2,82.67,71.45,86.03,86.40,6,0.51,1,0,5,1.98,0,0,9
1421,13520,Class1420,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,80.16,77.98,89.03,94.80,12,0.65,0,0,1,1.57,0,0,9
1422,13521,Class1421,com.example.service,Full Crew (Baseline),100.0,100.0,0,91.77,94.06,94.47,90.37,10,0.00,0,0,1,1.37,1,0,10
1423,13522,Class1422,org.apache.util,Full Crew (Baseline),100.0,100.0,0,85.62,88.17,93.54,80.39,10,0.27,0,0,0,0.19,0,0,6
1424,13523,Class1423,io.core.net,Full Crew (Baseline),100.0,100.0,0,76.51,71.81,84.22,71.59,15,0.94,0,0,0,1.83,0,0,8
1425,13524,Class1424,com.data.repo,Full Crew (Baseline),100.0,100.0,0,87.94,84.24,92.15,82.04,17,0.41,0,0,1,1.36,0,0,8
1426,13525,Class1425,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,97.13,81.32,97.59,100.00,23,0.53,1,0,0,1.66,1,0,11
1427,13526,Class1426,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.17,0,0,1,1.54,0,1,7
1428,13527,Class1427,org.apache.util,Full Crew (Baseline),100.0,100.0,0,93.62,100.00,100.00,100.00,24,0.15,0,0,1,0.60,0,0,7
1429,13528,Class1428,io.core.net,Full Crew (Baseline),0.0,100.0,2,73.41,57.74,78.71,69.28,17,0.66,1,0,1,1.08,0,0,5
1430,13529,Class1429,com.data.repo,Full Crew (Baseline),100.0,100.0,0,79.52,67.95,93.28,83.50,10,0.61,2,1,0,2.85,1,0,7
1431,13530,Class1430,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,15,0.00,1,0,3,0.00,0,0,6
1432,13531,Class1431,com.example.service,Full Crew (Baseline),100.0,100.0,0,76.26,73.09,90.06,73.42,18,0.59,0,1,1,1.99,0,0,14
1433,13532,Class1432,org.apache.util,Full Crew (Baseline),100.0,100.0,0,85.06,90.67,89.94,91.01,27,0.52,0,1,0,2.28,0,0,10
1434,13533,Class1433,io.core.net,Full Crew (Baseline),100.0,100.0,0,90.29,82.55,91.97,85.61,17,0.41,0,0,1,1.67,0,0,6
1435,13534,Class1434,com.data.repo,Full Crew (Baseline),100.0,100.0,0,94.11,93.81,100.00,95.99,15,0.46,1,1,2,1.31,0,0,5
1436,13535,Class1435,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,25,0.13,0,0,0,0.00,0,0,10
1437,13536,Class1436,com.example.service,Full Crew (Baseline),100.0,100.0,0,95.39,92.15,97.85,80.00,24,0.13,0,0,1,1.01,1,0,9
1438,13537,Class1437,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,93.21,100.00,90.25,17,0.41,0,1,1,1.38,1,0,8
1439,13538,Class1438,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,98.14,100.00,100.00,27,0.12,0,0,0,1.95,0,0,10
1440,13539,Class1439,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,19,0.71,0,0,2,1.23,1,0,8
1441,13540,Class1440,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,90.15,81.20,100.00,100.00,5,0.52,0,0,0,1.74,0,0,7
1442,13541,Class1441,com.example.service,Full Crew (Baseline),100.0,100.0,0,89.63,93.52,100.00,100.00,14,0.66,1,0,0,0.96,0,0,5
1443,13542,Class1442,org.apache.util,Full Crew (Baseline),100.0,100.0,0,84.62,84.08,93.24,77.94,8,0.61,0,0,2,1.86,0,0,9
1444,13543,Class1443,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.12,90.00,100.00,100.00,17,0.31,0,0,1,1.58,0,0,10
1445,13544,Class1444,com.data.repo,Full Crew (Baseline),100.0,100.0,0,97.47,100.00,100.00,100.00,9,0.20,1,0,1,1.48,0,0,10
1446,13545,Class1445,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,94.52,100.00,100.00,21,0.67,0,0,0,1.81,1,0,6
1447,13546,Class1446,com.example.service,Full Crew (Baseline),100.0,100.0,0,88.05,88.92,95.35,87.10,11,0.61,0,0,2,2.01,0,0,9
1448,13547,Class1447,org.apache.util,Full Crew (Baseline),100.0,100.0,0,88.46,80.75,84.29,79.39,19,0.76,0,0,2,1.59,0,0,6
1449,13548,Class1448,io.core.net,Full Crew (Baseline),100.0,100.0,0,90.56,87.31,95.83,96.18,16,0.75,1,0,2,1.50,0,0,6
1450,13549,Class1449,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,87.72,92.36,94.29,9,0.50,0,0,1,1.58,1,0,5
1451,13550,Class1450,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,90.20,89.25,88.40,78.33,7,0.29,0,1,1,1.68,0,0,10
1452,13551,Class1451,com.example.service,Full Crew (Baseline),100.0,100.0,0,97.45,80.76,96.11,93.08,16,0.12,0,0,0,0.73,0,0,8
1453,13552,Class1452,org.apache.util,Full Crew (Baseline),100.0,100.0,0,94.56,88.24,97.30,71.41,21,0.48,0,0,1,1.74,0,0,8
1454,13553,Class1453,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,28,0.00,0,2,1,0.50,0,0,9
1455,13554,Class1454,com.data.repo,Full Crew (Baseline),0.0,0.0,5,,,,,14,,,,,,,,
1456,13555,Class1455,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,98.93,100.00,94.49,7,0.42,0,0,3,1.65,0,0,9
1457,13556,Class1456,com.example.service,Full Crew (Baseline),0.0,0.0,5,,,,,18,,,,,,,,
1458,13557,Class1457,org.apache.util,Full Crew (Baseline),100.0,100.0,0,93.21,93.16,100.00,99.36,22,0.04,0,0,3,1.02,0,0,9
1459,13558,Class1458,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,96.00,26,0.18,0,0,1,1.40,0,0,6
1460,13559,Class1459,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.06,0,0,1,0.36,0,0,9
1461,13560,Class1460,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,96.61,94.83,95.07,97.07,5,0.54,1,0,0,1.33,0,0,13
1462,13561,Class1461,com.example.service,Full Crew (Baseline),100.0,100.0,0,99.49,87.94,100.00,100.00,17,0.29,1,0,1,1.43,0,0,6
1463,13562,Class1462,org.apache.util,Full Crew (Baseline),100.0,100.0,0,89.19,77.80,91.12,87.41,20,0.89,0,0,1,1.37,0,0,9
1464,13563,Class1463,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.99,95.92,100.00,98.12,10,0.12,1,0,0,1.34,0,0,7
1465,13564,Class1464,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.55,98.26,100.00,77.53,8,0.53,0,0,0,1.69,0,0,8
1466,13565,Class1465,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.00,1,0,0,1.24,0,0,5
1467,13566,Class1466,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,94.36,97.51,86.93,23,0.19,0,0,2,0.75,0,0,6
1468,13567,Class1467,org.apache.util,Full Crew (Baseline),0.0,0.0,5,,,,,21,,,,,,,,
1469,13568,Class1468,io.core.net,Full Crew (Baseline),100.0,100.0,0,92.93,90.16,98.44,100.00,16,0.47,0,0,0,1.33,0,0,7
1470,13569,Class1469,com.data.repo,Full Crew (Baseline),100.0,100.0,0,96.31,89.50,100.00,83.35,7,0.41,0,0,1,0.59,0,0,7
1471,13570,Class1470,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,95.12,100.00,100.00,7,0.00,0,1,0,0.44,0,0,14
1472,13571,Class1471,com.example.service,Full Crew (Baseline),100.0,100.0,0,92.74,80.65,100.00,100.00,20,0.53,0,0,1,0.69,0,0,5
1473,13572,Class1472,org.apache.util,Full Crew (Baseline),100.0,100.0,0,93.63,87.73,95.97,85.99,15,0.52,1,0,1,1.83,1,0,9
1474,13573,Class1473,io.core.net,Full Crew (Baseline),100.0,100.0,0,94.93,99.76,100.00,72.97,19,0.61,0,0,0,0.61,0,0,7
1475,13574,Class1474,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,98.40,96.24,96.53,16,0.00,0,0,0,2.28,1,0,7
1476,13575,Class1475,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,96.37,86.58,98.89,84.15,13,0.25,0,0,2,1.66,0,0,8
1477,13576,Class1476,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,11,0.29,0,0,0,0.00,0,0,8
1478,13577,Class1477,org.apache.util,Full Crew (Baseline),100.0,100.0,0,94.03,90.13,100.00,90.86,26,0.18,0,0,1,1.96,0,0,5
1479,13578,Class1478,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.37,83.36,100.00,84.30,22,0.42,0,0,2,1.62,0,0,12
1480,13579,Class1479,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,94.25,93.81,18,0.33,0,0,1,1.19,0,2,8
1481,13580,Class1480,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,91.73,98.20,100.00,100.00,9,0.61,0,0,1,1.39,0,0,6
1482,13581,Class1481,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,90.45,99.59,100.00,22,0.25,0,1,1,1.64,1,0,6
1483,13582,Class1482,org.apache.util,Full Crew (Baseline),0.0,100.0,1,79.77,70.06,80.02,73.99,16,0.34,0,0,3,2.18,0,0,7
1484,13583,Class1483,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,18,0.41,0,0,1,2.18,0,0,5
1485,13584,Class1484,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,96.53,19,0.00,0,0,1,0.95,0,1,8
1486,13585,Class1485,org.adbcj.mysql.codec,Full Crew (Baseline),0.0,0.0,5,,,,,6,,,,,,,,
1487,13586,Class1486,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,12,0.00,1,1,0,1.05,0,0,9
1488,13587,Class1487,org.apache.util,Full Crew (Baseline),100.0,100.0,0,80.08,71.03,86.99,84.45,13,0.31,1,0,2,1.75,0,0,7
1489,13588,Class1488,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,98.51,100.00,100.00,18,0.40,0,0,0,1.15,1,0,5
1490,13589,Class1489,com.data.repo,Full Crew (Baseline),100.0,100.0,0,90.57,85.42,99.98,91.60,24,0.50,0,0,2,2.41,0,0,7
1491,13590,Class1490,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,83.86,81.86,93.02,82.16,15,0.89,0,0,2,1.80,1,0,5
1492,13591,Class1491,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,84.36,95.00,87.60,5,0.66,1,0,2,1.37,0,0,7
1493,13592,Class1492,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,94.36,10,0.34,0,0,1,0.83,0,0,6
1494,13593,Class1493,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.23,0,0,2,0.00,0,0,15
1495,13594,Class1494,com.data.repo,Full Crew (Baseline),100.0,100.0,0,98.54,100.00,100.00,84.92,19,0.57,1,0,1,1.03,0,0,8
1496,13595,Class1495,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,90.34,95.53,95.06,100.00,10,0.23,1,1,1,0.88,0,0,5
1497,13596,Class1496,com.example.service,Full Crew (Baseline),100.0,100.0,0,89.63,90.65,92.68,86.00,9,0.27,0,0,2,1.66,0,0,7
1498,13597,Class1497,org.apache.util,Full Crew (Baseline),100.0,100.0,0,92.13,85.44,100.00,87.81,9,0.39,2,0,0,1.20,0,0,8
1499,13598,Class1498,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,8,0.36,0,0,1,1.33,0,0,11
1500,13599,Class1499,com.data.repo,Full Crew (Baseline),0.0,100.0,1,71.85,67.51,78.49,65.38,15,0.71,0,0,1,2.68,0,0,6
1501,13600,Class1500,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.00,0,0,0,0.46,0,0,11
1502,13601,Class1501,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,20,0.27,0,0,2,1.85,1,0,12
1503,13602,Class1502,org.apache.util,Full Crew (Baseline),100.0,100.0,0,87.81,90.08,92.99,100.00,23,0.57,1,1,0,1.62,0,0,11
1504,13603,Class1503,io.core.net,Full Crew (Baseline),100.0,100.0,0,94.63,83.26,91.20,76.36,22,0.41,0,0,0,1.68,0,0,13
1505,13604,Class1504,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,77.94,17,0.23,0,0,0,1.71,0,0,7
1506,13605,Class1505,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,91.50,100.00,100.00,99.82,15,0.39,0,1,0,0.14,0,0,14
1507,13606,Class1506,com.example.service,Full Crew (Baseline),100.0,100.0,0,94.87,95.99,100.00,100.00,8,0.58,0,0,0,1.79,0,0,5
1508,13607,Class1507,org.apache.util,Full Crew (Baseline),100.0,100.0,0,98.11,97.28,100.00,100.00,23,0.33,0,0,0,1.38,0,1,6
1509,13608,Class1508,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,10,0.00,1,0,1,0.02,0,0,15
1510,13609,Class1509,com.data.repo,Full Crew (Baseline),0.0,100.0,2,73.45,67.07,83.22,64.10,21,0.73,1,0,0,2.32,2,0,5
1511,13610,Class1510,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,97.34,83.52,99.98,78.08,16,0.00,1,0,0,1.02,0,0,10
1512,13611,Class1511,com.example.service,Full Crew (Baseline),100.0,100.0,0,82.80,79.39,87.94,83.79,11,0.32,1,0,0,1.89,0,0,6
1513,13612,Class1512,org.apache.util,Full Crew (Baseline),100.0,100.0,0,96.24,89.19,100.00,100.00,15,0.53,0,0,1,1.41,0,0,11
1514,13613,Class1513,io.core.net,Full Crew (Baseline),100.0,100.0,0,91.52,83.13,97.95,82.23,14,0.27,0,0,0,1.80,0,0,9
1515,13614,Class1514,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,97.17,100.00,100.00,14,0.09,0,1,2,1.18,0,0,10
1516,13615,Class1515,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,95.30,100.00,100.00,21,0.44,0,0,0,1.06,0,0,14
1517,13616,Class1516,com.example.service,Full Crew (Baseline),100.0,100.0,0,88.88,82.58,99.86,100.00,13,0.40,0,0,1,2.06,0,0,7
1518,13617,Class1517,org.apache.util,Full Crew (Baseline),100.0,100.0,0,95.22,91.90,95.88,97.85,11,0.67,0,0,0,1.38,0,0,9
1519,13618,Class1518,io.core.net,Full Crew (Baseline),100.0,100.0,0,93.85,90.64,100.00,86.68,12,0.32,0,0,1,1.82,0,1,6
1520,13619,Class1519,com.data.repo,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,14,0.18,1,0,3,0.99,0,0,14
1521,13620,Class1520,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,94.83,86.35,98.22,81.59,6,0.34,0,0,2,1.89,1,0,8
1522,13621,Class1521,com.example.service,Full Crew (Baseline),100.0,100.0,0,94.36,88.32,95.58,91.93,17,0.00,0,0,2,0.56,0,0,13
1523,13622,Class1522,org.apache.util,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,6,0.14,0,0,1,0.56,1,0,8
1524,13623,Class1523,io.core.net,Full Crew (Baseline),100.0,100.0,0,85.55,75.25,87.59,81.35,8,0.64,1,0,0,1.30,0,0,12
1525,13624,Class1524,com.data.repo,Full Crew (Baseline),100.0,100.0,0,89.79,87.45,92.83,89.94,10,0.75,0,0,1,1.95,1,0,17
1526,13625,Class1525,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,88.23,82.80,92.58,100.00,18,1.05,0,0,3,1.05,0,0,11
1527,13626,Class1526,com.example.service,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,29,0.38,0,0,0,0.69,0,0,7
1528,13627,Class1527,org.apache.util,Full Crew (Baseline),0.0,100.0,1,70.34,64.67,78.76,68.56,19,0.88,0,0,0,2.48,0,0,9
1529,13628,Class1528,io.core.net,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.00,0,0,2,0.37,0,0,9
1530,13629,Class1529,com.data.repo,Full Crew (Baseline),100.0,100.0,0,83.39,86.60,98.90,89.99,16,0.69,0,0,0,2.59,0,0,6
1531,13630,Class1530,org.adbcj.mysql.codec,Full Crew (Baseline),100.0,100.0,0,100.00,100.00,100.00,100.00,21,0.00,1,0,0,0.25,0,0,14
1532,13631,Class1531,com.example.service,Full Crew (Baseline),100.0,100.0,0,88.46,76.49,94.16,76.50,20,0.64,0,0,0,1.88,1,0,10
1533,13632,Class1532,org.apache.util,Full Crew (Baseline),100.0,100.0,0,98.70,78.04,96.71,84.39,23,0.50,2,0,0,1.97,0,0,9
1534,13633,Class1533,io.core.net,Full Crew (Baseline),100.0,100.0,0,83.29,75.43,92.30,83.92,16,0.66,1,0,2,2.16,0,0,7
1535,13634,Class1534,com.data.repo,Full Crew (Baseline),100.0,100.0,0,90.20,92.13,91.85,100.00,12,0.75,0,0,1,2.51,0,0,9
