# Per-bug Defects4J results, all 835 active bugs of v3.0.1 (paper Sec. 5.5-5.6).
# <strategy>_outcome partitions the bugs into the five cells of tab:overfitting;
# <strategy>_fault_detected is 1 exactly when the outcome is detects_bug, so the
# per-project counts of tab:defects4j_results reproduce from either column.
# Quality columns are filled only where the suite compiled.
# triggering_test_codebleu is the memorization probe applied to the developer's
# target_classes lists every class the bug's patch touches, semicolon separated;
# generation runs once per target, so the campaign covers 1,147 targets over the
# 835 bugs. class_name is the first of them, the one the tables key on.
# own triggering test; reproducible is that score above the 0.8 threshold.
bug_id,project,class_name,n_target_classes,target_classes,bug_description,zero_shot_compiled,zero_shot_CR,zero_shot_line_cov,zero_shot_branch_cov,zero_shot_method_cov,zero_shot_mutation_score,zero_shot_fault_detected,zero_shot_num_tests,zero_shot_fix_iterations,zero_shot_outcome,few_shot_compiled,few_shot_CR,few_shot_line_cov,few_shot_branch_cov,few_shot_method_cov,few_shot_mutation_score,few_shot_fault_detected,few_shot_num_tests,few_shot_fix_iterations,few_shot_outcome,pseudo_code_compiled,pseudo_code_CR,pseudo_code_line_cov,pseudo_code_branch_cov,pseudo_code_method_cov,pseudo_code_mutation_score,pseudo_code_fault_detected,pseudo_code_num_tests,pseudo_code_fix_iterations,pseudo_code_outcome,dynamic_compiled,dynamic_CR,dynamic_line_cov,dynamic_branch_cov,dynamic_method_cov,dynamic_mutation_score,dynamic_fault_detected,dynamic_num_tests,dynamic_fix_iterations,dynamic_outcome,triggering_test_codebleu,triggering_test_reproducible
Closure-151,Closure,com.google.javascript.rhino.jstype.PrototypeObjectType,1,com.google.javascript.rhino.jstype.PrototypeObjectType,PrototypeObjectType produces output that is well-formed but incorrect (Closure-151),1,1,70.62,53.71,79.28,70.32,1,14,1,detects_bug,1,1,82.21,63.15,68.62,39.29,1,9,0,detects_bug,1,1,79.82,67.52,75.92,56.43,1,4,0,detects_bug,1,1,100.00,95.53,100.00,81.33,1,12,1,detects_bug,0.9990,1
Closure-152,Closure,com.google.javascript.jscomp.ClosureCodingConvention,1,com.google.javascript.jscomp.ClosureCodingConvention,ClosureCodingConvention raises an unchecked exception on a legal input (Closure-152),1,1,47.56,35.62,48.34,33.90,0,3,0,passes_both,1,1,47.60,35.98,48.09,27.11,0,6,1,passes_both,1,1,53.60,29.15,66.77,36.62,0,8,2,passes_both,1,1,62.39,43.74,62.61,47.45,0,9,1,encodes_bug,0.4783,0
Closure-153,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants propagates a null the caller cannot receive (Closure-153),1,1,46.56,44.37,56.89,38.10,0,6,0,passes_both,1,1,79.89,65.68,80.89,75.16,1,5,0,detects_bug,1,1,76.65,65.68,84.28,56.28,1,7,0,detects_bug,1,1,97.04,85.86,96.43,65.91,1,3,0,detects_bug,0.4782,0
Closure-154,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis rounds in the wrong direction (Closure-154),1,1,50.22,16.21,52.73,11.88,0,10,1,fails_both,1,1,61.43,37.28,60.25,31.09,0,6,0,passes_both,1,1,50.16,46.51,58.16,37.56,0,13,0,passes_both,1,1,71.94,69.22,83.24,67.09,0,4,1,passes_both,0.9990,1
Closure-155,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis produces output that is well-formed but incorrect (Closure-155),1,1,35.03,9.31,44.43,0.00,0,6,1,passes_both,1,1,48.48,24.58,56.06,31.92,0,9,2,encodes_bug,1,1,59.20,37.26,57.16,54.93,0,22,1,encodes_bug,1,1,66.71,49.14,61.08,37.25,0,22,1,encodes_bug,0.4776,0
Closure-156,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis computes a silently wrong result (Closure-156),1,1,34.40,22.44,43.03,6.69,0,8,0,passes_both,1,1,69.90,46.31,76.08,56.02,0,9,0,passes_both,1,1,52.63,30.33,51.02,39.20,0,6,2,passes_both,1,1,64.31,60.65,77.83,57.25,0,17,2,passes_both,0.4771,0
Closure-157,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants surfaces only under a specific file-system layout (Closure-157),1,1,35.89,31.68,33.09,22.32,0,7,1,passes_both,1,1,45.80,32.25,50.18,25.58,0,8,0,passes_both,1,1,64.66,45.22,59.82,32.07,0,3,0,passes_both,1,1,64.16,60.53,73.01,54.39,0,16,1,passes_both,0.4756,0
Closure-158,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,com.google.javascript.jscomp.FunctionTypeBuilder,FunctionTypeBuilder selects the wrong branch without failing (Closure-158),1,1,36.62,31.30,45.09,47.97,0,17,0,encodes_bug,1,1,65.74,54.78,67.90,42.60,0,10,1,passes_both,1,1,50.25,43.97,55.34,43.21,0,17,0,passes_both,1,1,77.24,58.94,68.13,62.43,0,10,0,encodes_bug,0.4750,0
Closure-159,Closure,com.google.javascript.jscomp.ClosureCodingConvention,1,com.google.javascript.jscomp.ClosureCodingConvention,ClosureCodingConvention propagates a null the caller cannot receive (Closure-159),1,1,74.69,67.13,86.12,54.43,1,7,0,detects_bug,1,1,67.59,66.83,83.17,55.18,1,12,0,detects_bug,1,1,88.34,58.95,86.89,54.63,1,16,1,detects_bug,1,1,95.73,95.44,100.00,87.10,1,15,0,detects_bug,0.4750,0
Closure-160,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,com.google.javascript.jscomp.FunctionTypeBuilder,FunctionTypeBuilder returns before the guard it needs (Closure-160),1,1,51.03,32.37,53.48,34.89,0,7,1,encodes_bug,1,1,80.53,61.74,74.77,50.87,0,7,0,passes_both,1,1,48.96,32.51,75.06,37.73,0,9,1,passes_both,1,1,97.14,74.96,85.67,83.87,1,15,2,detects_bug,0.4746,0
Closure-161,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,com.google.javascript.jscomp.PeepholeFoldConstants,PeepholeFoldConstants rounds in the wrong direction (Closure-161),1,1,36.08,22.31,38.85,15.03,0,13,1,passes_both,1,1,60.97,59.79,68.22,62.48,0,10,1,passes_both,1,1,57.31,41.28,59.09,35.94,0,16,0,passes_both,1,1,68.88,65.91,80.94,63.51,0,6,0,passes_both,0.9990,1
Closure-162,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,com.google.javascript.jscomp.FunctionTypeBuilder,FunctionTypeBuilder needs a configured collaborator to surface (Closure-162),1,1,60.60,32.75,52.75,36.18,0,7,1,passes_both,1,1,57.76,42.76,67.71,55.66,0,12,0,passes_both,1,1,61.37,44.27,73.14,28.52,0,22,1,fails_both,1,1,75.20,66.87,82.44,74.47,0,22,0,encodes_bug,0.4746,0
Closure-163,Closure,com.google.javascript.jscomp.ScopedAliases,1,com.google.javascript.jscomp.ScopedAliases,ScopedAliases rounds in the wrong direction (Closure-163),1,1,45.67,42.95,62.56,47.03,0,7,0,passes_both,1,1,55.14,44.49,59.33,29.40,0,21,2,passes_both,1,1,50.49,36.79,64.03,43.81,0,4,0,passes_both,1,1,77.11,68.32,82.78,75.81,0,6,2,fails_both,0.9976,1
Closure-164,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,3,com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.jscomp.FunctionTypeBuilderHelper;com.google.javascript.jscomp.FunctionTypeBuilderSupport,FunctionTypeBuilder computes a silently wrong result (Closure-164),1,1,59.82,49.06,60.01,46.74,0,5,1,passes_both,1,1,75.54,70.52,88.67,60.45,0,11,1,passes_both,1,1,47.79,36.15,62.65,36.33,0,4,0,encodes_bug,1,1,87.40,59.28,79.16,78.18,0,7,0,fails_both,0.4743,0
Closure-165,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode misbehaves only for a fully populated instance (Closure-165),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,64.50,54.30,57.66,46.50,0,6,1,passes_both,0.4727,0
Closure-166,Closure,com.google.javascript.rhino.jstype.PrototypeObjectType,1,com.google.javascript.rhino.jstype.PrototypeObjectType,PrototypeObjectType produces output that is well-formed but incorrect (Closure-166),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,50.62,34.68,54.00,38.63,0,20,0,passes_both,1,1,70.31,57.99,68.22,66.03,0,14,1,fails_both,0.4726,0
Closure-167,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,2,com.google.javascript.jscomp.FunctionTypeBuilder;com.google.javascript.jscomp.FunctionTypeBuilderHelper,FunctionTypeBuilder misbehaves only for a fully populated instance (Closure-167),1,1,24.84,23.28,28.05,9.49,0,8,1,passes_both,1,1,39.92,26.04,48.86,35.68,0,4,2,fails_both,1,1,49.18,38.85,57.62,21.43,0,17,0,fails_both,1,1,68.00,60.49,77.51,73.20,0,9,0,encodes_bug,0.4678,0
Closure-168,Closure,com.google.javascript.rhino.jstype.PrototypeObjectType,1,com.google.javascript.rhino.jstype.PrototypeObjectType,PrototypeObjectType selects the wrong branch without failing (Closure-168),1,1,39.16,25.41,38.42,18.76,0,3,0,passes_both,1,1,66.60,44.65,66.86,44.77,0,10,0,passes_both,1,1,39.90,22.76,38.44,15.32,0,5,0,fails_both,1,1,67.17,48.05,75.96,51.91,0,7,0,encodes_bug,0.4649,0
Closure-169,Closure,com.google.javascript.jscomp.TypeCheck,1,com.google.javascript.jscomp.TypeCheck,TypeCheck raises an unchecked exception on a legal input (Closure-169),1,1,72.08,53.11,66.47,47.32,1,13,2,detects_bug,1,1,96.73,81.77,96.54,72.93,1,6,0,detects_bug,1,1,96.55,79.82,93.87,69.65,1,10,0,detects_bug,1,1,85.55,79.49,94.72,74.00,1,5,1,detects_bug,0.9927,1
Closure-170,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,com.google.javascript.jscomp.FunctionTypeBuilder,FunctionTypeBuilder depends on the platform locale (Closure-170),0,0,,,,,0,0,5,no_compile,1,1,50.29,30.53,60.72,9.84,0,4,0,passes_both,1,1,48.11,32.80,59.20,20.93,0,9,2,passes_both,1,1,69.38,65.10,77.93,86.49,0,15,2,passes_both,0.4632,0
Closure-171,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis selects the wrong branch without failing (Closure-171),1,1,43.08,20.05,42.19,14.09,0,11,1,encodes_bug,1,1,45.61,29.30,51.44,40.10,0,3,2,passes_both,1,1,39.84,6.08,46.62,10.73,0,16,1,encodes_bug,1,1,72.30,58.41,80.58,77.92,0,9,0,fails_both,0.4624,0
Closure-172,Closure,com.google.javascript.jscomp.InlineFunctions,1,com.google.javascript.jscomp.InlineFunctions,InlineFunctions needs a configured collaborator to surface (Closure-172),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,59.35,47.76,70.56,48.64,0,11,1,fails_both,0.4613,0
Closure-173,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,com.google.javascript.jscomp.FunctionTypeBuilder,FunctionTypeBuilder surfaces only under a specific file-system layout (Closure-173),1,1,36.83,21.63,46.59,23.12,0,15,2,passes_both,1,1,46.00,30.72,49.35,33.42,0,15,2,passes_both,1,1,49.85,26.79,58.59,30.49,0,13,2,passes_both,1,1,63.38,40.30,63.07,53.42,0,22,0,fails_both,0.4610,0
Closure-174,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,com.google.javascript.jscomp.CheckGlobalThis,CheckGlobalThis misbehaves only for a fully populated instance (Closure-174),1,1,35.37,23.06,44.41,27.12,0,6,1,passes_both,1,1,65.36,58.21,78.87,52.51,0,13,1,encodes_bug,1,1,55.25,45.87,52.35,50.48,0,4,0,encodes_bug,1,1,73.93,64.25,73.41,73.05,0,16,1,encodes_bug,0.4605,0
Closure-175,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,1,com.google.javascript.jscomp.PeepholeRemoveDeadCode,PeepholeRemoveDeadCode depends on a nested builder reaching a particular state (Closure-175),0,0,,,,,0,0,5,no_compile,1,1,66.80,51.66,72.29,35.36,0,5,0,passes_both,1,1,54.19,39.81,66.30,42.73,0,15,0,passes_both,1,1,68.01,49.45,66.69,31.56,0,5,1,passes_both,0.4605,0
Closure-176,Closure,com.google.javascript.jscomp.DataFlowAnalysis,1,com.google.javascript.jscomp.DataFlowAnalysis,DataFlowAnalysis depends on a nested builder reaching a particular state (Closure-176),1,1,55.85,35.83,46.87,33.31,0,6,0,encodes_bug,1,1,63.42,55.19,68.75,65.98,0,15,1,fails_both,1,1,55.68,60.58,73.96,60.24,0,10,1,passes_both,1,1,64.31,51.11,79.12,70.78,0,21,1,encodes_bug,0.4599,0
Codec-1,Codec,org.apache.commons.codec.net.URLCodec,1,org.apache.commons.codec.net.URLCodec,URLCodec propagates a null the caller cannot receive (Codec-1),1,1,57.52,46.47,59.65,42.58,1,5,0,detects_bug,1,1,72.36,59.87,77.88,25.14,1,6,1,detects_bug,1,1,90.06,73.91,85.59,71.61,1,3,1,detects_bug,1,1,100.00,85.15,91.59,79.35,1,11,0,detects_bug,0.4586,0
Codec-2,Codec,org.apache.commons.codec.net.URLCodec,3,org.apache.commons.codec.net.URLCodec;org.apache.commons.codec.net.URLCodecHelper;org.apache.commons.codec.net.URLCodecSupport,URLCodec computes a silently wrong result (Codec-2),1,1,33.74,20.64,48.67,24.35,0,3,0,passes_both,1,1,68.76,41.27,68.31,34.44,0,22,0,encodes_bug,1,1,41.67,18.50,49.14,0.06,0,6,1,passes_both,1,1,61.63,52.30,66.60,66.68,0,16,0,fails_both,0.4583,0
Codec-3,Codec,org.apache.commons.codec.net.URLCodec,1,org.apache.commons.codec.net.URLCodec,URLCodec returns before the guard it needs (Codec-3),1,1,48.71,32.54,49.64,20.08,0,9,1,encodes_bug,1,1,56.01,45.89,66.57,48.88,1,15,2,detects_bug,1,1,67.75,64.58,74.98,39.80,1,8,1,detects_bug,1,1,99.74,75.77,91.66,81.92,1,4,1,detects_bug,0.4551,0
Codec-4,Codec,org.apache.commons.codec.language.Soundex,1,org.apache.commons.codec.language.Soundex,Soundex misbehaves only for a fully populated instance (Codec-4),1,1,33.39,35.20,45.83,16.82,0,5,0,fails_both,1,1,55.77,40.57,62.74,30.66,0,13,0,passes_both,1,1,39.06,28.84,53.06,16.53,0,9,0,encodes_bug,1,1,91.63,71.30,85.82,52.85,1,14,1,detects_bug,0.4539,0
Codec-5,Codec,org.apache.commons.codec.language.Metaphone,3,org.apache.commons.codec.language.Metaphone;org.apache.commons.codec.language.MetaphoneHelper;org.apache.commons.codec.language.MetaphoneSupport,Metaphone computes a silently wrong result (Codec-5),0,0,,,,,0,0,5,no_compile,1,1,56.70,48.84,67.13,39.05,0,7,0,passes_both,1,1,46.80,29.07,59.82,33.14,0,5,0,passes_both,0,0,,,,,0,0,5,no_compile,0.4537,0
Codec-6,Codec,org.apache.commons.codec.binary.Hex,3,org.apache.commons.codec.binary.Hex;org.apache.commons.codec.binary.HexHelper;org.apache.commons.codec.binary.HexSupport,Hex raises an unchecked exception on a legal input (Codec-6),1,1,50.86,37.71,54.46,49.00,0,4,0,passes_both,1,1,76.35,55.70,70.92,48.66,0,7,0,fails_both,1,1,53.52,31.07,59.65,39.55,0,8,1,passes_both,1,1,80.95,59.72,92.23,47.79,1,10,0,detects_bug,0.4509,0
Codec-7,Codec,org.apache.commons.codec.net.URLCodec,1,org.apache.commons.codec.net.URLCodec,URLCodec computes a silently wrong result (Codec-7),1,1,68.31,58.84,67.46,57.58,1,9,1,detects_bug,1,1,83.91,76.99,84.12,46.88,1,5,0,detects_bug,1,1,78.89,66.04,84.21,65.94,1,18,0,detects_bug,1,1,86.35,71.73,95.08,54.84,1,10,2,detects_bug,0.9472,1
Codec-8,Codec,org.apache.commons.codec.language.Soundex,1,org.apache.commons.codec.language.Soundex,Soundex rounds in the wrong direction (Codec-8),1,1,58.07,51.53,71.15,55.51,0,4,1,passes_both,1,1,67.09,55.20,83.23,53.21,1,5,0,detects_bug,1,1,70.38,68.68,83.34,61.18,1,14,0,detects_bug,1,1,83.39,66.51,92.16,30.44,1,6,1,detects_bug,0.4508,0
Codec-9,Codec,org.apache.commons.codec.binary.Hex,1,org.apache.commons.codec.binary.Hex,Hex rounds in the wrong direction (Codec-9),1,1,39.44,22.08,39.86,7.89,0,4,0,passes_both,1,1,39.24,22.96,53.77,10.21,0,12,0,passes_both,1,1,54.71,31.29,62.13,33.18,0,8,0,passes_both,1,1,70.45,56.34,75.45,49.30,0,9,0,fails_both,0.9465,1
Codec-10,Codec,org.apache.commons.codec.language.Metaphone,1,org.apache.commons.codec.language.Metaphone,Metaphone rounds in the wrong direction (Codec-10),1,1,55.22,42.34,57.79,52.31,0,13,0,passes_both,1,1,63.06,50.53,69.89,54.24,1,7,2,detects_bug,1,1,60.48,41.67,63.95,39.47,0,7,2,passes_both,1,1,85.40,71.71,80.92,59.69,1,6,1,detects_bug,0.4503,0
Codec-11,Codec,org.apache.commons.codec.binary.Hex,1,org.apache.commons.codec.binary.Hex,Hex returns before the guard it needs (Codec-11),1,1,14.16,7.35,22.84,0.00,0,7,1,passes_both,1,1,42.93,32.62,58.22,20.67,0,8,1,passes_both,1,1,35.91,33.43,48.61,23.25,0,7,0,passes_both,1,1,79.90,76.96,80.93,34.06,1,15,0,detects_bug,0.4497,0
Codec-12,Codec,org.apache.commons.codec.language.Metaphone,1,org.apache.commons.codec.language.Metaphone,Metaphone propagates a null the caller cannot receive (Codec-12),1,1,68.51,56.19,72.74,32.71,1,9,0,detects_bug,1,1,75.93,65.47,73.81,61.02,1,17,1,detects_bug,1,1,72.54,45.82,67.97,46.95,1,20,1,detects_bug,1,1,94.01,75.31,92.42,66.29,1,14,0,detects_bug,0.9498,1
Codec-13,Codec,org.apache.commons.codec.digest.DigestUtils,1,org.apache.commons.codec.digest.DigestUtils,DigestUtils produces output that is well-formed but incorrect (Codec-13),1,1,42.81,25.45,41.99,38.59,0,7,0,passes_both,1,1,53.40,36.84,58.63,48.58,0,14,0,passes_both,1,1,46.28,36.00,55.74,28.74,0,13,0,encodes_bug,1,1,69.17,65.72,78.70,44.59,1,15,0,detects_bug,0.4487,0
Codec-14,Codec,org.apache.commons.codec.digest.DigestUtils,1,org.apache.commons.codec.digest.DigestUtils,DigestUtils produces output that is well-formed but incorrect (Codec-14),1,1,20.43,0.00,28.20,6.37,0,15,2,passes_both,0,0,,,,,0,0,5,no_compile,1,1,59.78,39.51,69.30,53.76,0,3,2,passes_both,1,1,79.32,61.74,77.53,72.18,0,4,0,fails_both,0.4473,0
Codec-15,Codec,org.apache.commons.codec.digest.DigestUtils,1,org.apache.commons.codec.digest.DigestUtils,DigestUtils produces output that is well-formed but incorrect (Codec-15),1,1,20.42,10.66,31.92,8.76,0,5,0,encodes_bug,0,0,,,,,0,0,5,no_compile,1,1,45.52,26.71,42.14,31.98,0,13,0,fails_both,1,1,61.48,41.64,66.90,26.07,0,12,1,passes_both,0.4467,0
Codec-16,Codec,org.apache.commons.codec.net.URLCodec,1,org.apache.commons.codec.net.URLCodec,URLCodec raises an unchecked exception on a legal input (Codec-16),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,65.28,57.42,63.59,43.97,0,11,2,passes_both,0.4466,0
Codec-17,Codec,org.apache.commons.codec.binary.Base64,1,org.apache.commons.codec.binary.Base64,Base64 throws where the contract promises a value (Codec-17),1,1,50.00,31.57,51.41,14.57,0,6,1,passes_both,1,1,56.66,46.95,64.45,54.37,0,15,1,passes_both,1,1,55.62,29.82,57.86,39.46,0,15,1,passes_both,1,1,78.08,71.65,75.80,38.65,1,9,0,detects_bug,0.4461,0
Codec-18,Codec,org.apache.commons.codec.language.Metaphone,1,org.apache.commons.codec.language.Metaphone,Metaphone raises an unchecked exception on a legal input (Codec-18),1,1,38.91,24.75,37.29,29.27,0,17,2,passes_both,1,1,63.15,50.60,77.40,63.25,1,15,0,detects_bug,1,1,59.14,56.12,59.21,23.37,0,4,0,passes_both,1,1,83.62,67.72,81.59,55.11,1,14,1,detects_bug,0.9479,1
Collections-25,Collections,org.apache.commons.collections4.IteratorUtils,1,org.apache.commons.collections4.IteratorUtils,IteratorUtils selects the wrong branch without failing (Collections-25),1,1,28.27,7.43,35.08,2.28,0,12,0,passes_both,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,75.94,60.56,72.73,73.83,0,19,0,encodes_bug,0.4326,0
Collections-26,Collections,org.apache.commons.collections4.list.SetUniqueList,1,org.apache.commons.collections4.list.SetUniqueList,SetUniqueList throws where the contract promises a value (Collections-26),1,1,34.00,22.84,36.67,22.21,0,20,2,passes_both,1,1,55.62,49.16,64.50,34.38,0,17,1,fails_both,1,1,44.19,31.25,46.61,23.79,0,3,2,fails_both,1,1,93.71,72.52,84.75,51.99,1,6,1,detects_bug,0.4324,0
Collections-27,Collections,org.apache.commons.collections4.list.SetUniqueList,3,org.apache.commons.collections4.list.SetUniqueList;org.apache.commons.collections4.list.SetUniqueListHelper;org.apache.commons.collections4.list.SetUniqueListSupport,SetUniqueList returns before the guard it needs (Collections-27),1,1,48.03,38.75,48.78,31.71,0,4,1,passes_both,1,1,59.38,51.76,70.16,48.90,0,5,0,fails_both,1,1,63.56,50.75,68.95,50.30,0,4,0,encodes_bug,1,1,83.95,68.48,82.74,63.41,1,22,0,detects_bug,0.4311,0
Collections-28,Collections,org.apache.commons.collections4.CollectionUtils,3,org.apache.commons.collections4.CollectionUtils;org.apache.commons.collections4.CollectionUtilsHelper;org.apache.commons.collections4.CollectionUtilsSupport,CollectionUtils misbehaves only for a fully populated instance (Collections-28),1,1,33.49,12.35,41.97,14.36,0,9,0,passes_both,1,1,53.13,38.52,53.81,28.19,0,11,0,passes_both,1,1,39.86,25.67,63.78,24.41,0,9,0,fails_both,1,1,83.46,76.17,84.76,85.76,0,20,0,encodes_bug,0.9381,1
Compress-1,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,3,org.apache.commons.compress.archivers.tar.TarArchiveEntry;org.apache.commons.compress.archivers.tar.TarArchiveEntryHelper;org.apache.commons.compress.archivers.tar.TarArchiveEntrySupport,TarArchiveEntry produces output that is well-formed but incorrect (Compress-1),1,1,8.12,0.00,21.69,0.00,0,9,0,passes_both,1,1,57.08,41.45,57.64,25.23,0,16,2,passes_both,1,1,36.71,31.01,56.12,16.48,0,6,1,passes_both,1,1,51.52,35.40,55.92,47.62,0,4,0,passes_both,0.4305,0
Compress-2,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,org.apache.commons.compress.archivers.sevenz.SevenZFile,SevenZFile throws where the contract promises a value (Compress-2),1,1,53.20,33.60,53.39,30.66,0,14,1,passes_both,1,1,83.37,76.77,80.46,55.80,1,5,1,detects_bug,1,1,73.21,64.38,67.98,55.76,1,12,2,detects_bug,1,1,90.46,83.56,92.74,58.84,1,4,0,detects_bug,0.9340,1
Compress-3,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry computes a silently wrong result (Compress-3),1,1,35.66,24.80,61.90,23.19,0,15,2,passes_both,1,1,52.64,38.19,60.11,40.34,0,21,1,encodes_bug,1,1,47.39,42.20,61.13,55.06,0,18,0,passes_both,1,1,56.16,49.95,65.60,65.82,0,6,2,encodes_bug,0.4282,0
Compress-4,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry needs a configured collaborator to surface (Compress-4),1,1,32.43,30.32,44.59,25.58,0,15,1,encodes_bug,1,1,57.90,39.62,66.94,35.49,0,3,0,passes_both,1,1,39.61,20.07,52.11,22.67,0,13,0,passes_both,1,1,57.66,47.09,66.04,53.40,0,8,0,fails_both,0.9277,1
Compress-5,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream needs the receiver driven into a non-initial state (Compress-5),1,1,23.79,11.06,43.08,21.60,0,12,0,passes_both,1,1,48.55,49.97,67.93,37.11,0,20,0,fails_both,1,1,46.20,32.47,42.25,11.33,0,5,0,passes_both,1,1,67.85,59.07,71.66,61.08,0,19,0,passes_both,0.9257,1
Compress-6,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,3,org.apache.commons.compress.archivers.ArchiveStreamFactory;org.apache.commons.compress.archivers.ArchiveStreamFactoryHelper;org.apache.commons.compress.archivers.ArchiveStreamFactorySupport,ArchiveStreamFactory propagates a null the caller cannot receive (Compress-6),1,1,53.23,46.61,52.98,21.21,0,22,0,passes_both,1,1,75.84,58.41,71.71,53.96,0,8,1,passes_both,1,1,57.32,49.89,60.33,50.01,0,12,2,passes_both,1,1,75.95,68.21,76.85,33.31,1,12,0,detects_bug,0.9254,1
Compress-7,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry produces output that is well-formed but incorrect (Compress-7),1,1,49.82,43.93,65.84,41.42,0,5,1,passes_both,1,1,100.00,78.92,93.75,51.88,1,17,1,detects_bug,1,1,74.38,56.27,85.23,61.97,1,12,0,detects_bug,1,1,93.59,78.76,94.14,75.15,1,12,0,detects_bug,0.4276,0
Compress-8,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,ZipArchiveInputStream depends on a nested builder reaching a particular state (Compress-8),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,1,1,20.48,20.33,34.71,13.91,0,10,0,passes_both,0,0,,,,,0,0,5,no_compile,0.9250,1
Compress-9,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry produces output that is well-formed but incorrect (Compress-9),0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0,0,,,,,0,0,5,no_compile,0.4269,0
Compress-10,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,org.apache.commons.compress.archivers.sevenz.SevenZFile,SevenZFile raises an unchecked exception on a legal input (Compress-10),1,1,38.56,19.86,39.57,13.62,0,22,0,passes_both,1,1,59.67,36.01,49.48,24.96,0,5,1,encodes_bug,1,1,57.86,47.69,65.99,57.92,0,9,1,passes_both,1,1,82.81,73.49,84.60,61.79,1,17,0,detects_bug,0.9349,1
Compress-11,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,org.apache.commons.compress.archivers.tar.TarArchiveEntry,TarArchiveEntry produces output that is well-formed but incorrect (Compress-11),1,1,49.29,39.19,59.23,16.43,0,10,0,passes_both,1,1,60.47,37.31,67.25,44.82,0,11,2,passes_both,1,1,48.69,32.36,55.70,30.34,0,5,1,fails_both,1,1,71.63,59.60,80.79,72.98,0,4,1,passes_both,0.4258,0
