# Per-bug fault-category labels for all 835 Defects4J bugs (paper Sec. 4.5, tab:undetected_faults).
# detected_by_dynamic and dynamic_outcome are copied from defects4j_per_bug_results.csv so the
# two files cannot drift apart. 200 of the 450 bugs the dynamic strategy did not detect were
# labelled independently by two authors (Cohen's kappa = 0.78); the 29 discordant cases are in
# annotation_disagreements.csv. The rest carry rule-based labels derived from those.
bug_id,project,class_name,detected_by_dynamic,dynamic_outcome,category,ripr_condition,label_source,annotator_a,annotator_b
Closure-147,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,detects_bug,No structural obstacle,-,rule-based,,
Closure-148,Closure,com.google.javascript.jscomp.TypeCheck,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Closure-149,Closure,com.google.javascript.jscomp.DataFlowAnalysis,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-150,Closure,com.google.javascript.jscomp.CheckGlobalThis,1,detects_bug,No structural obstacle,-,rule-based,,
Closure-151,Closure,com.google.javascript.rhino.jstype.PrototypeObjectType,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Closure-152,Closure,com.google.javascript.jscomp.ClosureCodingConvention,0,encodes_bug,No structural obstacle,-,manual,No structural obstacle,No structural obstacle
Closure-153,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,1,detects_bug,No structural obstacle,-,rule-based,,
Closure-154,Closure,com.google.javascript.jscomp.DataFlowAnalysis,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-155,Closure,com.google.javascript.jscomp.CheckGlobalThis,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Closure-156,Closure,com.google.javascript.jscomp.CheckGlobalThis,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-157,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
Closure-158,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Closure-159,Closure,com.google.javascript.jscomp.ClosureCodingConvention,1,detects_bug,No structural obstacle,-,rule-based,,
Closure-160,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,1,detects_bug,No structural obstacle,-,rule-based,,
Closure-161,Closure,com.google.javascript.jscomp.PeepholeFoldConstants,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-162,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Closure-163,Closure,com.google.javascript.jscomp.ScopedAliases,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Closure-164,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Closure-165,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,0,passes_both,Complex Object Construction,reachability,rule-based,,
Closure-166,Closure,com.google.javascript.rhino.jstype.PrototypeObjectType,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-167,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Closure-168,Closure,com.google.javascript.rhino.jstype.PrototypeObjectType,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-169,Closure,com.google.javascript.jscomp.TypeCheck,1,detects_bug,No structural obstacle,-,rule-based,,
Closure-170,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,0,passes_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Closure-171,Closure,com.google.javascript.jscomp.DataFlowAnalysis,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Closure-172,Closure,com.google.javascript.jscomp.InlineFunctions,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Closure-173,Closure,com.google.javascript.jscomp.FunctionTypeBuilder,0,fails_both,Environment and External-Call Dependence,reachability,rule-based,,
Closure-174,Closure,com.google.javascript.jscomp.CheckGlobalThis,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Closure-175,Closure,com.google.javascript.jscomp.PeepholeRemoveDeadCode,0,passes_both,Complex Object Construction,reachability,rule-based,,
Closure-176,Closure,com.google.javascript.jscomp.DataFlowAnalysis,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Codec-1,Codec,org.apache.commons.codec.net.URLCodec,1,detects_bug,No structural obstacle,-,rule-based,,
Codec-2,Codec,org.apache.commons.codec.net.URLCodec,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Codec-3,Codec,org.apache.commons.codec.net.URLCodec,1,detects_bug,No structural obstacle,-,rule-based,,
Codec-4,Codec,org.apache.commons.codec.language.Soundex,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Codec-5,Codec,org.apache.commons.codec.language.Metaphone,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Codec-6,Codec,org.apache.commons.codec.binary.Hex,1,detects_bug,No structural obstacle,-,rule-based,,
Codec-7,Codec,org.apache.commons.codec.net.URLCodec,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Codec-8,Codec,org.apache.commons.codec.language.Soundex,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Codec-9,Codec,org.apache.commons.codec.binary.Hex,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Codec-10,Codec,org.apache.commons.codec.language.Metaphone,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Codec-11,Codec,org.apache.commons.codec.binary.Hex,1,detects_bug,No structural obstacle,-,rule-based,,
Codec-12,Codec,org.apache.commons.codec.language.Metaphone,1,detects_bug,No structural obstacle,-,rule-based,,
Codec-13,Codec,org.apache.commons.codec.digest.DigestUtils,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Codec-14,Codec,org.apache.commons.codec.digest.DigestUtils,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
Codec-15,Codec,org.apache.commons.codec.digest.DigestUtils,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Codec-16,Codec,org.apache.commons.codec.net.URLCodec,0,passes_both,No structural obstacle,-,rule-based,,
Codec-17,Codec,org.apache.commons.codec.binary.Base64,1,detects_bug,No structural obstacle,-,rule-based,,
Codec-18,Codec,org.apache.commons.codec.language.Metaphone,1,detects_bug,No structural obstacle,-,rule-based,,
Collections-25,Collections,org.apache.commons.collections4.IteratorUtils,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Collections-26,Collections,org.apache.commons.collections4.list.SetUniqueList,1,detects_bug,No structural obstacle,-,rule-based,,
Collections-27,Collections,org.apache.commons.collections4.list.SetUniqueList,1,detects_bug,No structural obstacle,-,rule-based,,
Collections-28,Collections,org.apache.commons.collections4.CollectionUtils,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Compress-1,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Compress-2,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-3,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Compress-4,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,fails_both,Complex Object Construction,reachability,rule-based,,
Compress-5,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,0,passes_both,State-Dependent Call Sequences,infection,rule-based,,
Compress-6,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-7,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Compress-8,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,0,no_compile,Complex Object Construction,reachability,rule-based,,
Compress-9,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Compress-10,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-11,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Compress-12,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Compress-13,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,0,no_compile,No structural obstacle,-,rule-based,,
Compress-14,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,0,fails_both,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,Absent Automated Oracle
Compress-15,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,0,passes_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Compress-16,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Compress-17,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-18,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,0,fails_both,State-Dependent Call Sequences,infection,manual,State-Dependent Call Sequences,State-Dependent Call Sequences
Compress-19,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Compress-20,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Compress-21,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,0,fails_both,Complex Object Construction,reachability,rule-based,,
Compress-22,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Compress-23,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-24,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
Compress-25,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-26,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-27,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Compress-28,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
Compress-29,Compress,org.apache.commons.compress.archivers.sevenz.SevenZFile,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-30,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-31,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Compress-32,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,0,no_compile,No structural obstacle,-,manual,No structural obstacle,No structural obstacle
Compress-33,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-34,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-35,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Compress-36,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-37,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,0,encodes_bug,State-Dependent Call Sequences,infection,rule-based,,
Compress-38,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Compress-39,Compress,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-40,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,0,fails_both,Environment and External-Call Dependence,reachability,manual,Absent Automated Oracle,Environment and External-Call Dependence
Compress-41,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Compress-42,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Compress-43,Compress,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-44,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,detects_bug,No structural obstacle,-,rule-based,,
Compress-45,Compress,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Compress-46,Compress,org.apache.commons.compress.archivers.tar.TarArchiveEntry,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Compress-47,Compress,org.apache.commons.compress.archivers.ArchiveStreamFactory,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-1,Csv,org.apache.commons.csv.CSVFormat,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-2,Csv,org.apache.commons.csv.CSVPrinter,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-3,Csv,org.apache.commons.csv.CSVFormat,0,fails_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
Csv-4,Csv,org.apache.commons.csv.CSVParser,0,no_compile,No structural obstacle,-,rule-based,,
Csv-5,Csv,org.apache.commons.csv.CSVFormat,0,encodes_bug,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
Csv-6,Csv,org.apache.commons.csv.CSVFormat,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Csv-7,Csv,org.apache.commons.csv.CSVFormat,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-8,Csv,org.apache.commons.csv.CSVRecord,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Csv-9,Csv,org.apache.commons.csv.CSVFormat,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Csv-10,Csv,org.apache.commons.csv.CSVRecord,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
Csv-11,Csv,org.apache.commons.csv.CSVRecord,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-12,Csv,org.apache.commons.csv.CSVRecord,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-13,Csv,org.apache.commons.csv.Lexer,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Csv-14,Csv,org.apache.commons.csv.Lexer,1,detects_bug,No structural obstacle,-,rule-based,,
Csv-15,Csv,org.apache.commons.csv.CSVPrinter,0,no_compile,Absent Automated Oracle,revealability,rule-based,,
Csv-16,Csv,org.apache.commons.csv.CSVPrinter,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-1,Gson,com.google.gson.reflect.TypeToken,1,detects_bug,Environment and External-Call Dependence,reachability,rule-based,,
Gson-2,Gson,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Gson-3,Gson,com.google.gson.internal.$Gson$Types,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
Gson-4,Gson,com.google.gson.Gson,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Gson-5,Gson,com.google.gson.internal.$Gson$Types,1,detects_bug,State-Dependent Call Sequences,infection,rule-based,,
Gson-6,Gson,com.google.gson.internal.bind.TypeAdapters,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Gson-7,Gson,com.google.gson.reflect.TypeToken,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
Gson-8,Gson,com.google.gson.reflect.TypeToken,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-9,Gson,com.google.gson.reflect.TypeToken,1,detects_bug,Complex Object Construction,reachability,rule-based,,
Gson-10,Gson,com.google.gson.internal.bind.TypeAdapters,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-11,Gson,com.google.gson.internal.$Gson$Types,0,no_compile,Environment and External-Call Dependence,reachability,rule-based,,
Gson-12,Gson,com.google.gson.internal.bind.TypeAdapters,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-13,Gson,com.google.gson.internal.bind.TypeAdapters,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-14,Gson,com.google.gson.internal.bind.TypeAdapters,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
Gson-15,Gson,com.google.gson.internal.bind.TypeAdapters,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-16,Gson,com.google.gson.stream.JsonReader,0,passes_both,Environment and External-Call Dependence,reachability,rule-based,,
Gson-17,Gson,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,1,detects_bug,No structural obstacle,-,rule-based,,
Gson-18,Gson,com.google.gson.internal.bind.TypeAdapters,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-1,JacksonCore,com.fasterxml.jackson.core.JsonGenerator,0,encodes_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonCore-2,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-3,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonCore-4,JacksonCore,com.fasterxml.jackson.core.JsonGenerator,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-5,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-6,JacksonCore,com.fasterxml.jackson.core.JsonGenerator,0,passes_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonCore-7,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-8,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-9,JacksonCore,com.fasterxml.jackson.core.JsonGenerator,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-10,JacksonCore,com.fasterxml.jackson.core.JsonPointer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-11,JacksonCore,com.fasterxml.jackson.core.JsonPointer,0,passes_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonCore-12,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonCore-13,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
JacksonCore-14,JacksonCore,com.fasterxml.jackson.core.JsonFactory,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
JacksonCore-15,JacksonCore,com.fasterxml.jackson.core.JsonFactory,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
JacksonCore-16,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,0,no_compile,No structural obstacle,-,manual,No structural obstacle,No structural obstacle
JacksonCore-17,JacksonCore,com.fasterxml.jackson.core.JsonGenerator,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-18,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-19,JacksonCore,com.fasterxml.jackson.core.JsonFactory,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
JacksonCore-20,JacksonCore,com.fasterxml.jackson.core.JsonGenerator,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
JacksonCore-21,JacksonCore,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-22,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Environment and External-Call Dependence
JacksonCore-23,JacksonCore,com.fasterxml.jackson.core.util.JsonParserSequence,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonCore-24,JacksonCore,com.fasterxml.jackson.core.JsonPointer,0,fails_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JacksonCore-25,JacksonCore,com.fasterxml.jackson.core.JsonParser,0,encodes_bug,State-Dependent Call Sequences,infection,rule-based,,
JacksonCore-26,JacksonCore,com.fasterxml.jackson.core.JsonParser,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-1,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JacksonDatabind-2,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-3,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-4,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-5,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,fails_both,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonDatabind-6,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-7,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-8,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,fails_both,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-9,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-10,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,no_compile,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JacksonDatabind-11,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-12,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,0,no_compile,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-13,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,no_compile,Environment and External-Call Dependence,reachability,manual,Environment and External-Call Dependence,Environment and External-Call Dependence
JacksonDatabind-14,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,fails_both,State-Dependent Call Sequences,infection,rule-based,,
JacksonDatabind-15,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,0,no_compile,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-16,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-17,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,no_compile,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-18,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-19,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,encodes_bug,No structural obstacle,-,manual,No structural obstacle,No structural obstacle
JacksonDatabind-20,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,passes_both,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-21,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-22,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-23,JacksonDatabind,com.fasterxml.jackson.databind.node.ObjectNode,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-24,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-25,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-26,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-27,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,no_compile,Environment and External-Call Dependence,reachability,rule-based,,
JacksonDatabind-28,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-29,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-30,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,encodes_bug,Absent Automated Oracle,revealability,manual,Absent Automated Oracle,Absent Automated Oracle
JacksonDatabind-31,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,0,fails_both,Absent Automated Oracle,revealability,rule-based,,
JacksonDatabind-32,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-33,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,passes_both,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-34,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-35,JacksonDatabind,com.fasterxml.jackson.databind.ObjectMapper,0,encodes_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-36,JacksonDatabind,com.fasterxml.jackson.databind.ser.BeanSerializer,1,detects_bug,Complex Object Construction,reachability,rule-based,,
JacksonDatabind-37,JacksonDatabind,com.fasterxml.jackson.databind.introspect.AnnotatedClass,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-38,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,no_compile,Complex Object Construction,reachability,manual,Complex Object Construction,Complex Object Construction
JacksonDatabind-39,JacksonDatabind,com.fasterxml.jackson.databind.type.TypeFactory,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-40,JacksonDatabind,com.fasterxml.jackson.databind.deser.std.StdDeserializer,1,detects_bug,No structural obstacle,-,rule-based,,
JacksonDatabind-41,JacksonDatabind,com.fasterxml.jackson.databind.deser.BeanDeserializer,0,encodes_bug,Environment and External-Call Dependence,reachability,rule-based,,
