# Per-class results, RQ1-RQ4 (paper Sec. 5.1-5.4).
# STRATIFIED SAMPLE, not the full corpus. Generation and the build ran on all
# 147,473 classes, so the compilation-rate and attempt columns of
# tab:extended_results_with_compilation are corpus-wide. Coverage, mutation and
# smell columns are computed on these 400 classes per configuration, drawn once
# by lines of code and cyclomatic complexity and held fixed across all 37
# configurations so that every comparison is paired. Sampling error on a quality
# column is about +/-2 pp; see tab:rq1_dispersion.
# pit_tests_run is the number of tests PIT actually ran against after
# skipFailingTests; it equals tests_run wherever the final suite passes.
# semantically_reproducible is the memorization probe's verdict for the class,
# at the CodeBLEU 0.8 threshold; it is a property of the class, so it is the
# same across every configuration of that class.
# Class and repository identifiers are anonymised.
project_id,class_name,qualified_name,model,strategy,compiled_initially,compiled,tests_passed,attempts,correction_iterations,correction_termination,line_coverage,branch_coverage,method_coverage,mutation_score,mutants_killed,mutants_survived,mutants_excluded,smell_detector,AR,EH,MG,EA,LT,UT,RO,MNT,initial_error_category,initial_error_phase,error_resolved,tests_run,pit_tests_run,test_failures,prompt_tokens,completion_tokens,duration_seconds,error,test_file,semantically_reproducible
repo_038,Class278,com.example.p38.Class278,o3,pseudo-code,1,1,1,1,0,success,98.6304,87.2935,99.9716,81.8231,9,2,1,tsdetect,1,0,0,1,2,0,0,3,,,0,8,8,0,8696,3098,27.48,,src/test/java/com/example/p38/Class278Test.java,0
repo_039,Class279,com.example.p39.Class279,o3,pseudo-code,1,1,1,1,0,success,95.2687,83.0190,92.9869,57.6309,15,11,1,tsdetect,2,0,0,1,2,0,0,2,,,0,13,13,0,7537,2245,18.34,,src/test/java/com/example/p39/Class279Test.java,1
repo_040,Class280,com.example.p40.Class280,o3,pseudo-code,1,1,1,1,0,success,80.7065,73.4041,82.0137,45.3677,5,6,1,tsdetect,3,0,0,2,4,1,0,5,,,0,14,14,0,8367,3211,18.36,,src/test/java/com/example/p40/Class280Test.java,0
repo_041,Class281,com.example.p41.Class281,o3,pseudo-code,1,1,1,1,0,success,88.5253,84.2382,95.4567,68.3932,13,6,2,tsdetect,0,0,0,0,1,0,0,4,,,0,10,10,0,9221,2274,15.84,,src/test/java/com/example/p41/Class281Test.java,1
repo_042,Class282,com.example.p42.Class282,o3,pseudo-code,1,1,1,1,0,success,81.5608,78.2866,88.9708,72.7565,8,3,1,tsdetect,2,1,0,1,3,0,0,5,,,0,8,8,0,7498,2180,16.33,,src/test/java/com/example/p42/Class282Test.java,0
repo_043,Class283,com.example.p43.Class283,o3,pseudo-code,1,1,1,1,0,success,90.7409,81.1284,89.7832,44.0211,11,14,2,tsdetect,0,0,0,0,4,1,0,3,,,0,7,7,0,8673,3258,17.97,,src/test/java/com/example/p43/Class283Test.java,0
repo_044,Class284,com.example.p44.Class284,o3,pseudo-code,1,1,1,1,0,success,92.0288,99.9540,99.5573,72.7689,8,3,1,tsdetect,1,0,0,0,1,0,0,4,,,0,6,6,0,8826,1073,17.23,,src/test/java/com/example/p44/Class284Test.java,0
repo_045,Class285,com.example.p45.Class285,o3,pseudo-code,1,1,1,1,0,success,76.9362,75.5994,85.0762,72.1876,26,10,2,tsdetect,0,2,0,1,4,0,0,2,,,0,4,4,0,9478,2067,15.52,,src/test/java/com/example/p45/Class285Test.java,0
repo_046,Class286,com.example.p46.Class286,o3,pseudo-code,1,1,1,1,0,success,77.9136,73.5197,87.9182,66.6911,8,4,1,tsdetect,0,1,0,1,1,0,0,4,,,0,11,11,0,9476,2339,15.27,,src/test/java/com/example/p46/Class286Test.java,0
repo_047,Class287,com.example.p47.Class287,o3,pseudo-code,1,1,1,1,0,success,78.1020,71.3786,88.0533,72.6962,8,3,1,tsdetect,0,1,0,1,4,0,0,3,,,0,6,6,0,9634,2984,22.31,,src/test/java/com/example/p47/Class287Test.java,1
repo_048,Class288,com.example.p48.Class288,o3,pseudo-code,1,1,1,1,0,success,78.2301,75.1506,87.0948,81.8959,9,2,1,tsdetect,1,1,0,0,4,0,0,10,,,0,9,9,0,8504,3288,19.84,,src/test/java/com/example/p48/Class288Test.java,1
repo_049,Class289,com.example.p49.Class289,o3,pseudo-code,1,1,1,1,0,success,95.9484,82.4175,95.9897,36.4251,4,7,1,tsdetect,2,0,0,2,1,0,0,6,,,0,13,13,0,8174,2764,17.18,,src/test/java/com/example/p49/Class289Test.java,0
repo_050,Class290,com.example.p50.Class290,o3,pseudo-code,1,1,1,1,0,success,97.7075,88.4055,94.8905,63.6438,7,4,1,tsdetect,1,0,0,1,1,0,0,2,,,0,4,4,0,8393,3134,19.5,,src/test/java/com/example/p50/Class290Test.java,0
repo_051,Class291,com.example.p51.Class291,o3,pseudo-code,0,1,1,2,1,success,70.7023,59.7222,78.3914,36.7111,11,19,1,tsdetect,3,1,1,0,6,1,0,9,missing_import,compilation,1,7,7,0,7354,3252,17.61,,src/test/java/com/example/p51/Class291Test.java,0
repo_052,Class292,com.example.p52.Class292,o3,pseudo-code,0,1,1,2,1,success,66.7313,51.8851,78.9768,61.5210,8,5,1,tsdetect,1,1,0,1,2,0,0,10,mock_setup,compilation,1,14,14,0,9078,2854,24.93,,src/test/java/com/example/p52/Class292Test.java,0
repo_053,Class293,com.example.p53.Class293,o3,pseudo-code,1,1,1,1,0,success,80.9297,75.9824,87.4731,63.6135,7,4,1,tsdetect,0,0,0,2,5,1,0,1,,,0,11,11,0,8704,3342,19.93,,src/test/java/com/example/p53/Class293Test.java,0
repo_054,Class294,com.example.p54.Class294,o3,pseudo-code,1,1,1,1,0,success,96.5358,97.2184,99.9716,79.3397,27,7,2,tsdetect,2,0,1,1,4,0,0,3,,,0,7,7,0,8126,2620,21.96,,src/test/java/com/example/p54/Class294Test.java,0
repo_055,Class295,com.example.p55.Class295,o3,pseudo-code,1,1,1,1,0,success,89.1405,98.0928,95.7694,72.6943,8,3,1,tsdetect,0,0,0,0,2,0,0,3,,,0,13,13,0,8056,2654,17.55,,src/test/java/com/example/p55/Class295Test.java,0
repo_056,Class296,com.example.p56.Class296,o3,pseudo-code,1,1,1,1,0,success,90.3928,81.4289,91.3419,63.5383,7,4,1,tsdetect,0,0,0,0,0,0,0,6,,,0,8,8,0,8413,2923,15.93,,src/test/java/com/example/p56/Class296Test.java,0
repo_057,Class297,com.example.p57.Class297,o3,pseudo-code,1,1,1,1,0,success,99.0320,97.7946,99.9716,92.8156,13,1,1,tsdetect,1,0,0,0,3,0,0,1,,,0,6,6,0,8588,3485,17.19,,src/test/java/com/example/p57/Class297Test.java,0
repo_058,Class298,com.example.p58.Class298,o3,pseudo-code,1,1,1,1,0,success,97.4755,99.9387,99.9413,81.7622,9,2,1,tsdetect,0,0,0,0,2,2,0,3,,,0,10,10,0,8247,3430,15.79,,src/test/java/com/example/p58/Class298Test.java,0
repo_059,Class299,com.example.p59.Class299,o3,pseudo-code,1,1,1,1,0,success,87.0426,66.7365,96.8089,45.4460,5,6,1,tsdetect,0,0,0,0,5,0,0,4,,,0,11,11,0,9571,2690,15.14,,src/test/java/com/example/p59/Class299Test.java,0
repo_060,Class300,com.example.p60.Class300,o3,pseudo-code,1,1,1,1,0,success,92.4181,80.0069,94.3079,72.7651,8,3,1,tsdetect,2,0,0,1,1,0,0,12,,,0,4,4,0,9656,2849,24.24,,src/test/java/com/example/p60/Class300Test.java,0
repo_061,Class301,com.example.p61.Class301,o3,pseudo-code,1,1,1,1,0,success,93.9354,99.9896,99.9716,89.4519,17,2,1,tsdetect,0,0,0,1,1,0,0,4,,,0,13,13,0,8143,2780,25.74,,src/test/java/com/example/p61/Class301Test.java,0
repo_062,Class302,com.example.p62.Class302,o3,pseudo-code,1,1,1,1,0,success,92.8559,92.0821,99.9716,94.5597,35,2,3,tsdetect,0,0,0,1,0,0,0,3,,,0,6,6,0,8285,2831,19.26,,src/test/java/com/example/p62/Class302Test.java,0
repo_063,Class303,com.example.p63.Class303,o3,pseudo-code,0,1,1,2,1,success,77.3571,62.1940,85.3996,43.4996,10,13,2,tsdetect,2,0,0,3,5,1,0,6,hallucinated_symbol,compilation,1,11,11,0,9254,3259,17.67,,src/test/java/com/example/p63/Class303Test.java,1
repo_064,Class304,com.example.p64.Class304,o3,pseudo-code,1,1,1,1,0,success,91.6593,83.0939,96.3331,81.8159,9,2,1,tsdetect,0,0,0,1,1,0,0,5,,,0,13,13,0,8721,2892,14.39,,src/test/java/com/example/p64/Class304Test.java,0
repo_065,Class305,com.example.p65.Class305,o3,pseudo-code,0,1,1,2,1,success,73.0558,56.4742,78.2859,40.7736,11,16,2,tsdetect,0,1,0,0,4,0,0,7,assertion_failure,test,1,7,7,0,8839,2834,25.22,,src/test/java/com/example/p65/Class305Test.java,0
repo_066,Class306,com.example.p66.Class306,o3,pseudo-code,0,1,1,2,1,success,66.9016,69.2996,76.1091,33.2852,6,12,1,tsdetect,1,0,0,1,3,0,0,7,hallucinated_symbol,compilation,1,7,7,0,9277,3070,18.09,,src/test/java/com/example/p66/Class306Test.java,1
repo_067,Class307,com.example.p67.Class307,o3,pseudo-code,0,1,1,2,1,success,75.5696,61.5843,78.8058,54.5553,12,10,2,tsdetect,1,0,0,1,8,1,0,4,hallucinated_symbol,compilation,1,12,12,0,9398,4101,16.66,,src/test/java/com/example/p67/Class307Test.java,1
repo_068,Class308,com.example.p68.Class308,o3,pseudo-code,1,1,1,1,0,success,90.0219,81.3985,95.6532,90.7999,10,1,1,tsdetect,0,0,0,0,0,0,0,4,,,0,9,9,0,7917,2995,15.45,,src/test/java/com/example/p68/Class308Test.java,0
repo_069,Class309,com.example.p69.Class309,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,1,tsdetect,0,0,0,0,0,0,0,0,assertion_failure,test,0,0,0,0,8999,2825,20.65,compilation failed after 5 attempts,,0
repo_070,Class310,com.example.p70.Class310,o3,pseudo-code,1,1,1,1,0,success,80.7544,74.5726,87.3890,54.6435,6,5,1,tsdetect,5,0,0,0,3,1,0,5,,,0,13,13,0,8893,2459,16.46,,src/test/java/com/example/p70/Class310Test.java,0
repo_071,Class311,com.example.p71.Class311,o3,pseudo-code,1,1,1,1,0,success,100.0000,99.9554,99.9716,99.9586,11,0,1,tsdetect,0,1,0,0,1,0,0,5,,,0,14,14,0,9998,3385,19.94,,src/test/java/com/example/p71/Class311Test.java,1
repo_072,Class312,com.example.p72.Class312,o3,pseudo-code,1,1,1,1,0,success,92.0061,94.8854,99.3406,95.1459,20,1,1,tsdetect,2,0,1,2,3,0,0,4,,,0,7,7,0,10406,3140,24.34,,src/test/java/com/example/p72/Class312Test.java,0
repo_073,Class313,com.example.p73.Class313,o3,pseudo-code,1,1,1,1,0,success,100.0000,99.9896,99.9716,94.7751,18,1,2,tsdetect,0,0,0,0,1,0,0,1,,,0,12,12,0,8765,3922,16.05,,src/test/java/com/example/p73/Class313Test.java,0
repo_074,Class314,com.example.p74.Class314,o3,pseudo-code,1,1,1,1,0,success,100.0000,99.9896,99.9716,82.5707,38,8,3,tsdetect,1,0,0,0,2,0,0,4,,,0,12,12,0,7332,3278,16.13,,src/test/java/com/example/p74/Class314Test.java,0
repo_075,Class315,com.example.p75.Class315,o3,pseudo-code,1,1,1,1,0,success,97.2844,95.1474,98.5817,72.7064,8,3,1,tsdetect,3,0,0,1,1,0,0,4,,,0,10,10,0,8856,3669,20.39,,src/test/java/com/example/p75/Class315Test.java,0
repo_076,Class316,com.example.p76.Class316,o3,pseudo-code,1,1,1,1,0,success,97.5233,88.9487,99.9716,99.9924,20,0,1,tsdetect,1,0,0,3,1,0,0,4,,,0,10,10,0,8499,2564,15.93,,src/test/java/com/example/p76/Class316Test.java,0
repo_077,Class317,com.example.p77.Class317,o3,pseudo-code,1,1,1,1,0,success,92.0327,86.7785,93.5161,72.6716,8,3,1,tsdetect,0,0,0,0,2,0,0,5,,,0,5,5,0,7278,2144,21.63,,src/test/java/com/example/p77/Class317Test.java,0
repo_078,Class318,com.example.p78.Class318,o3,pseudo-code,1,1,1,1,0,success,99.8018,99.9896,99.9716,72.7331,8,3,1,tsdetect,0,0,0,0,1,0,0,6,,,0,11,11,0,9377,3575,26.55,,src/test/java/com/example/p78/Class318Test.java,0
repo_079,Class319,com.example.p79.Class319,o3,pseudo-code,0,1,1,2,1,success,73.5666,62.1394,83.7254,44.0342,11,14,2,tsdetect,0,0,0,4,3,0,0,5,syntax_violation,compilation,1,10,10,0,8169,3089,17.02,,src/test/java/com/example/p79/Class319Test.java,1
repo_000,Class320,com.example.p0.Class320,o3,pseudo-code,1,1,1,1,0,success,92.6367,78.5671,88.8936,56.5260,26,20,3,tsdetect,2,0,0,1,4,0,0,7,,,0,11,11,0,9161,2879,21.28,,src/test/java/com/example/p0/Class320Test.java,1
repo_001,Class321,com.example.p1.Class321,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,4,tsdetect,0,0,0,0,0,0,0,0,runtime_exception,test,0,0,0,0,8796,2896,16.34,compilation failed after 5 attempts,,0
repo_002,Class322,com.example.p2.Class322,o3,pseudo-code,0,1,1,2,1,success,72.9305,49.7805,82.9517,57.0686,12,9,2,tsdetect,0,1,0,1,4,0,0,6,assertion_failure,test,1,5,5,0,8951,3250,17.59,,src/test/java/com/example/p2/Class322Test.java,0
repo_003,Class323,com.example.p3.Class323,o3,pseudo-code,1,1,1,1,0,success,89.0121,83.0329,97.3747,63.2334,24,14,2,tsdetect,1,0,0,1,1,0,0,2,,,0,14,14,0,8164,2506,22.4,,src/test/java/com/example/p3/Class323Test.java,0
repo_004,Class324,com.example.p4.Class324,o3,pseudo-code,1,1,1,1,0,success,83.0125,64.7688,85.9409,99.9924,11,0,1,tsdetect,1,0,0,2,3,0,0,6,,,0,6,6,0,7665,3222,23.72,,src/test/java/com/example/p4/Class324Test.java,0
repo_005,Class325,com.example.p5.Class325,o3,pseudo-code,0,1,1,2,1,success,70.8739,60.0595,77.3744,42.7901,6,8,1,tsdetect,1,0,1,1,3,1,0,10,type_mismatch,compilation,1,7,7,0,7268,3890,16.71,,src/test/java/com/example/p5/Class325Test.java,0
repo_006,Class326,com.example.p6.Class326,o3,pseudo-code,1,1,1,1,0,success,93.3730,93.8065,99.9370,68.7457,22,10,3,tsdetect,0,1,0,0,2,0,0,5,,,0,7,7,0,6337,2518,20.19,,src/test/java/com/example/p6/Class326Test.java,1
repo_007,Class327,com.example.p7.Class327,o3,pseudo-code,1,1,1,1,0,success,82.0016,68.3082,93.3314,68.7414,11,5,1,tsdetect,2,1,0,1,3,0,0,6,,,0,7,7,0,8699,2771,20.35,,src/test/java/com/example/p7/Class327Test.java,0
repo_008,Class328,com.example.p8.Class328,o3,pseudo-code,1,1,1,1,0,success,81.5353,79.9879,90.0605,63.5894,7,4,1,tsdetect,1,0,0,1,2,1,0,7,,,0,10,10,0,8569,3406,16.51,,src/test/java/com/example/p8/Class328Test.java,0
repo_009,Class329,com.example.p9.Class329,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,0,tsdetect,0,0,0,0,0,0,0,0,mock_setup,compilation,0,0,0,0,8852,3066,15.83,compilation failed after 5 attempts,,0
repo_010,Class330,com.example.p10.Class330,o3,pseudo-code,1,1,1,1,0,success,91.6439,79.9465,99.5979,71.8917,23,9,3,tsdetect,1,1,0,2,2,0,0,6,,,0,6,6,0,8131,2930,16.34,,src/test/java/com/example/p10/Class330Test.java,1
repo_011,Class331,com.example.p11.Class331,o3,pseudo-code,0,1,1,2,1,success,74.2030,59.0102,84.0303,68.7716,11,5,1,tsdetect,3,2,0,3,3,0,0,9,missing_import,compilation,1,12,12,0,9341,2855,25.63,,src/test/java/com/example/p11/Class331Test.java,0
repo_012,Class332,com.example.p12.Class332,o3,pseudo-code,1,1,1,1,0,success,88.6314,89.2553,97.3383,72.7296,8,3,1,tsdetect,0,0,0,2,0,0,0,7,,,0,13,13,0,7402,3199,17.23,,src/test/java/com/example/p12/Class332Test.java,0
repo_013,Class333,com.example.p13.Class333,o3,pseudo-code,1,1,1,1,0,success,89.7571,85.8948,89.4112,54.4257,6,5,1,tsdetect,1,0,0,2,2,0,0,7,,,0,5,5,0,7907,3013,16.15,,src/test/java/com/example/p13/Class333Test.java,0
repo_014,Class334,com.example.p14.Class334,o3,pseudo-code,0,1,1,2,1,success,70.3398,59.1772,79.9587,54.1593,13,11,2,tsdetect,3,0,0,1,4,0,0,3,type_mismatch,compilation,1,8,8,0,8707,3268,26.34,,src/test/java/com/example/p14/Class334Test.java,0
repo_015,Class335,com.example.p15.Class335,o3,pseudo-code,1,1,1,1,0,success,85.9617,83.9105,87.3162,54.5716,6,5,1,tsdetect,0,0,0,2,0,0,0,9,,,0,12,12,0,8333,3897,21.8,,src/test/java/com/example/p15/Class335Test.java,0
repo_016,Class336,com.example.p16.Class336,o3,pseudo-code,1,1,1,1,0,success,89.1261,91.0038,95.0621,72.7499,8,3,1,tsdetect,0,0,0,2,1,0,0,3,,,0,6,6,0,7721,2952,16.75,,src/test/java/com/example/p16/Class336Test.java,1
repo_017,Class337,com.example.p17.Class337,o3,pseudo-code,1,1,1,1,0,success,100.0000,99.9896,99.9716,81.7789,9,2,1,tsdetect,0,0,0,0,0,0,0,2,,,0,5,5,0,8629,2446,20.65,,src/test/java/com/example/p17/Class337Test.java,1
repo_018,Class338,com.example.p18.Class338,o3,pseudo-code,0,1,1,2,1,success,77.4518,69.2465,87.2913,63.6257,7,4,1,tsdetect,2,0,0,0,5,0,0,6,type_mismatch,compilation,1,12,12,0,8633,2733,19.57,,src/test/java/com/example/p18/Class338Test.java,0
repo_019,Class339,com.example.p19.Class339,o3,pseudo-code,1,1,1,1,0,success,86.4586,64.7044,92.5473,72.6807,8,3,1,tsdetect,0,0,0,0,2,0,0,5,,,0,5,5,0,7719,3139,20.28,,src/test/java/com/example/p19/Class339Test.java,0
repo_020,Class340,com.example.p20.Class340,o3,pseudo-code,1,1,1,1,0,success,80.7770,72.3563,85.5899,74.9890,12,4,2,tsdetect,1,1,0,1,0,0,1,4,,,0,7,7,0,8269,3360,15.75,,src/test/java/com/example/p20/Class340Test.java,0
repo_021,Class341,com.example.p21.Class341,o3,pseudo-code,1,1,1,1,0,success,93.6610,82.6073,92.2112,84.8537,28,5,2,tsdetect,0,0,0,0,2,1,0,9,,,0,4,4,0,7817,2307,15.4,,src/test/java/com/example/p21/Class341Test.java,0
repo_022,Class342,com.example.p22.Class342,o3,pseudo-code,1,1,1,1,0,success,77.1434,67.6798,86.6238,63.5755,7,4,1,tsdetect,1,0,0,3,1,0,0,4,,,0,11,11,0,9116,2697,24.8,,src/test/java/com/example/p22/Class342Test.java,1
repo_023,Class343,com.example.p23.Class343,o3,pseudo-code,0,1,1,2,1,success,75.3311,69.4157,80.5618,54.5926,6,5,1,tsdetect,1,0,0,3,5,0,0,8,mock_setup,compilation,1,14,14,0,8243,2925,26.89,,src/test/java/com/example/p23/Class343Test.java,1
repo_024,Class344,com.example.p24.Class344,o3,pseudo-code,1,1,1,1,0,success,81.2728,87.0974,94.2916,72.7264,8,3,1,tsdetect,0,1,0,1,3,0,0,6,,,0,14,14,0,8413,2296,17.09,,src/test/java/com/example/p24/Class344Test.java,1
repo_025,Class345,com.example.p25.Class345,o3,pseudo-code,1,1,1,1,0,success,78.5319,80.3488,92.6553,67.3195,35,17,3,tsdetect,2,2,0,0,6,0,0,6,,,0,11,11,0,8402,2603,21.71,,src/test/java/com/example/p25/Class345Test.java,0
repo_026,Class346,com.example.p26.Class346,o3,pseudo-code,1,1,1,1,0,success,82.8858,68.7392,88.5466,76.9314,10,3,1,tsdetect,0,1,0,2,2,0,0,6,,,0,12,12,0,7736,3023,16.09,,src/test/java/com/example/p26/Class346Test.java,0
repo_027,Class347,com.example.p27.Class347,o3,pseudo-code,0,1,1,2,1,success,80.8012,59.0588,85.9251,72.7591,8,3,1,tsdetect,1,0,0,1,3,0,0,4,missing_import,compilation,1,13,13,0,8221,3018,16.81,,src/test/java/com/example/p27/Class347Test.java,1
repo_028,Class348,com.example.p28.Class348,o3,pseudo-code,0,1,1,3,2,success,70.7966,66.2605,84.1972,50.0249,8,8,1,tsdetect,1,0,0,2,1,0,0,8,missing_import,compilation,1,5,5,0,8864,3138,30.79,,src/test/java/com/example/p28/Class348Test.java,0
repo_029,Class349,com.example.p29.Class349,o3,pseudo-code,1,1,1,1,0,success,93.6084,72.7861,94.1219,81.7338,9,2,1,tsdetect,1,0,0,1,3,0,0,5,,,0,14,14,0,8421,2883,16.27,,src/test/java/com/example/p29/Class349Test.java,0
repo_030,Class350,com.example.p30.Class350,o3,pseudo-code,0,1,1,2,1,success,82.0853,65.9614,83.9912,45.4516,5,6,1,tsdetect,1,0,0,0,1,0,0,6,hallucinated_symbol,compilation,1,13,13,0,9620,3048,18.0,,src/test/java/com/example/p30/Class350Test.java,0
repo_031,Class351,com.example.p31.Class351,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,1,tsdetect,0,0,0,0,0,0,0,0,mock_setup,compilation,0,0,0,0,8007,3746,25.98,compilation failed after 5 attempts,,1
repo_032,Class352,com.example.p32.Class352,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,0,tsdetect,0,0,0,0,0,0,0,0,assertion_failure,test,0,0,0,0,7908,2851,23.53,compilation failed after 5 attempts,,0
repo_033,Class353,com.example.p33.Class353,o3,pseudo-code,1,1,1,1,0,success,90.6625,82.6439,97.0746,83.9323,26,5,2,tsdetect,2,0,0,0,3,0,0,12,,,0,11,11,0,8471,2588,17.03,,src/test/java/com/example/p33/Class353Test.java,0
repo_034,Class354,com.example.p34.Class354,o3,pseudo-code,1,1,1,1,0,success,99.9962,99.9896,99.9644,86.0553,43,7,4,tsdetect,0,0,0,1,3,0,0,1,,,0,11,11,0,7781,3477,25.52,,src/test/java/com/example/p34/Class354Test.java,0
repo_035,Class355,com.example.p35.Class355,o3,pseudo-code,1,1,1,1,0,success,94.6067,94.0760,95.7912,95.8497,23,1,1,tsdetect,0,0,0,0,1,0,0,6,,,0,14,14,0,8319,2090,20.44,,src/test/java/com/example/p35/Class355Test.java,0
repo_036,Class356,com.example.p36.Class356,o3,pseudo-code,1,1,1,1,0,success,76.7148,72.5701,85.0524,57.6371,19,14,3,tsdetect,1,0,1,1,4,0,0,3,,,0,7,7,0,8640,2387,22.68,,src/test/java/com/example/p36/Class356Test.java,0
repo_037,Class357,com.example.p37.Class357,o3,pseudo-code,1,1,1,1,0,success,85.4856,84.0939,84.1677,81.7283,18,4,1,tsdetect,1,1,0,0,1,0,0,8,,,0,4,4,0,7753,2208,18.2,,src/test/java/com/example/p37/Class357Test.java,0
repo_038,Class358,com.example.p38.Class358,o3,pseudo-code,1,1,1,1,0,success,96.6392,90.1688,99.9716,72.8030,8,3,1,tsdetect,0,0,0,0,3,0,0,4,,,0,4,4,0,8841,2395,19.88,,src/test/java/com/example/p38/Class358Test.java,0
repo_039,Class359,com.example.p39.Class359,o3,pseudo-code,1,1,1,1,0,success,83.5900,71.0097,86.3326,72.7617,8,3,1,tsdetect,2,0,0,0,5,0,0,4,,,0,9,9,0,7987,3055,14.72,,src/test/java/com/example/p39/Class359Test.java,1
repo_040,Class360,com.example.p40.Class360,o3,pseudo-code,1,1,1,1,0,success,87.2695,71.1927,91.3659,70.8416,17,7,2,tsdetect,0,0,0,0,2,0,0,8,,,0,13,13,0,8849,3325,18.32,,src/test/java/com/example/p40/Class360Test.java,0
repo_041,Class361,com.example.p41.Class361,o3,pseudo-code,1,1,1,1,0,success,94.7806,88.5356,96.0302,72.7237,8,3,1,tsdetect,2,0,0,1,2,1,0,4,,,0,13,13,0,8772,2758,30.08,,src/test/java/com/example/p41/Class361Test.java,1
repo_042,Class362,com.example.p42.Class362,o3,pseudo-code,1,1,1,1,0,success,100.0000,96.1591,99.9716,74.2460,26,9,3,tsdetect,0,0,0,0,0,0,0,4,,,0,12,12,0,8421,3075,21.59,,src/test/java/com/example/p42/Class362Test.java,0
repo_043,Class363,com.example.p43.Class363,o3,pseudo-code,1,1,1,1,0,success,85.9703,72.0420,96.0343,63.5243,7,4,1,tsdetect,0,0,0,1,5,0,0,5,,,0,14,14,0,9189,2837,22.86,,src/test/java/com/example/p43/Class363Test.java,1
repo_044,Class364,com.example.p44.Class364,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,1,tsdetect,0,0,0,0,0,0,0,0,runtime_exception,test,0,0,0,0,8463,3413,19.2,compilation failed after 5 attempts,,0
repo_045,Class365,com.example.p45.Class365,o3,pseudo-code,1,1,1,1,0,success,91.6504,88.1434,92.1726,53.3564,8,7,1,tsdetect,0,0,0,0,4,0,0,1,,,0,14,14,0,9886,2622,18.47,,src/test/java/com/example/p45/Class365Test.java,1
repo_046,Class366,com.example.p46.Class366,o3,pseudo-code,0,1,1,2,1,success,69.4400,57.5857,76.8399,53.8879,7,6,1,tsdetect,1,0,0,0,5,0,0,5,assertion_failure,test,1,4,4,0,8654,2092,22.01,,src/test/java/com/example/p46/Class366Test.java,0
repo_047,Class367,com.example.p47.Class367,o3,pseudo-code,1,1,1,1,0,success,99.9846,99.9731,99.9716,90.9603,10,1,1,tsdetect,0,0,0,1,1,0,0,2,,,0,7,7,0,8036,2907,17.98,,src/test/java/com/example/p47/Class367Test.java,0
repo_048,Class368,com.example.p48.Class368,o3,pseudo-code,1,1,1,1,0,success,95.2670,99.9864,99.9546,81.2621,13,3,1,tsdetect,1,0,0,1,3,0,0,1,,,0,4,4,0,8715,2816,16.02,,src/test/java/com/example/p48/Class368Test.java,0
repo_049,Class369,com.example.p49.Class369,o3,pseudo-code,0,1,1,2,1,success,68.5525,65.2087,74.8499,45.3969,5,6,1,tsdetect,0,0,0,1,8,0,0,6,type_mismatch,compilation,1,11,11,0,8231,2608,20.59,,src/test/java/com/example/p49/Class369Test.java,1
repo_050,Class370,com.example.p50.Class370,o3,pseudo-code,1,1,1,1,0,success,100.0000,99.9506,99.9437,99.9924,11,0,1,tsdetect,0,0,0,0,0,1,0,0,,,0,13,13,0,9289,1671,17.72,,src/test/java/com/example/p50/Class370Test.java,0
repo_051,Class371,com.example.p51.Class371,o3,pseudo-code,1,1,1,1,0,success,90.8545,78.9957,87.7229,63.5419,7,4,1,tsdetect,1,1,0,2,2,1,0,11,,,0,9,9,0,8250,2517,17.68,,src/test/java/com/example/p51/Class371Test.java,1
repo_052,Class372,com.example.p52.Class372,o3,pseudo-code,1,1,1,1,0,success,100.0000,93.2168,97.1182,72.7043,8,3,1,tsdetect,2,0,0,0,1,0,0,3,,,0,9,9,0,9102,1627,18.95,,src/test/java/com/example/p52/Class372Test.java,1
repo_053,Class373,com.example.p53.Class373,o3,pseudo-code,0,0,0,6,5,max_attempts,0.0,0.0,0.0,0.0,0,0,4,tsdetect,0,0,0,0,0,0,0,0,assertion_failure,test,0,0,0,0,9213,3210,18.72,compilation failed after 5 attempts,,0
repo_054,Class374,com.example.p54.Class374,o3,pseudo-code,0,1,1,2,1,success,77.6186,65.5749,86.3224,63.2322,12,7,2,tsdetect,2,0,0,1,2,0,0,4,mock_setup,compilation,1,9,9,0,7696,3342,15.58,,src/test/java/com/example/p54/Class374Test.java,0
repo_055,Class375,com.example.p55.Class375,o3,pseudo-code,0,1,1,2,1,success,74.7957,60.4263,80.8161,50.0211,8,8,1,tsdetect,0,2,0,2,0,1,0,6,type_mismatch,compilation,1,14,14,0,9116,2560,24.62,,src/test/java/com/example/p55/Class375Test.java,0
