# RQ7 -- the correction loop as a factor orthogonal to the strategy (tab:rq7_loop).
# Same 2,000 classes as per_class_controls.csv, and for zero-shot and dynamic the same
# draw: compiled_loop_off equals compiled_initially there and tokens_loop_on equals tokens.
# tokens_loop_off is generation alone; tokens_loop_on adds 6,400 per correction iteration.
# compiled_loop_on is a superset of compiled_loop_off: the loop only repairs what failed.
class_id,strategy,compiled_loop_off,compiled_loop_on,tokens_loop_off,tokens_loop_on
s_1816,zero-shot,1,1,5184,9945
s_1817,zero-shot,0,1,5861,20298
s_1818,zero-shot,1,1,4674,4674
s_1819,zero-shot,1,1,4197,15254
s_1820,zero-shot,0,1,4699,4699
s_1821,zero-shot,0,1,4697,6478
s_1822,zero-shot,1,1,6820,23450
s_1823,zero-shot,0,1,7646,8595
s_1824,zero-shot,0,1,6484,11083
s_1825,zero-shot,1,1,3287,9486
s_1826,zero-shot,0,1,10851,12322
s_1827,zero-shot,0,1,5711,78202
s_1828,zero-shot,0,1,8384,11069
s_1829,zero-shot,1,1,8904,13280
s_1830,zero-shot,0,1,6335,15054
s_1831,zero-shot,1,1,9614,10538
s_1832,zero-shot,1,1,5437,6970
s_1833,zero-shot,0,1,4714,4714
s_1834,zero-shot,0,1,3789,7332
s_1835,zero-shot,0,1,12695,12695
s_1836,zero-shot,0,1,5992,13844
s_1837,zero-shot,1,1,4917,5903
s_1838,zero-shot,1,1,6044,12083
s_1839,zero-shot,1,1,6362,25245
s_1840,zero-shot,0,1,3878,6534
s_1841,zero-shot,0,1,6856,8086
s_1842,zero-shot,0,1,5021,5527
s_1843,zero-shot,1,1,5266,11328
s_1844,zero-shot,0,0,4568,7496
s_1845,zero-shot,0,1,4670,4670
s_1846,zero-shot,0,0,11153,41511
s_1847,zero-shot,0,0,7125,10714
s_1848,zero-shot,0,1,10468,12771
s_1849,zero-shot,0,0,2930,14420
s_1850,zero-shot,0,1,3622,6383
s_1851,zero-shot,1,1,3716,5306
s_1852,zero-shot,0,1,4960,4960
s_1853,zero-shot,0,0,5797,8344
s_1854,zero-shot,1,1,9258,9258
s_1855,zero-shot,1,1,2624,18328
s_1856,zero-shot,1,1,4748,4883
s_1857,zero-shot,0,1,8792,8792
s_1858,zero-shot,0,1,4042,7078
s_1859,zero-shot,0,1,9316,9316
s_1860,zero-shot,1,1,4413,5204
s_1861,zero-shot,0,1,10229,23513
s_1862,zero-shot,1,1,6671,8625
s_1863,zero-shot,0,1,6442,6442
s_1864,zero-shot,0,0,7595,24550
s_1865,zero-shot,1,1,10596,10596
s_1866,zero-shot,1,1,3878,3878
s_1867,zero-shot,1,1,5206,13545
s_1868,zero-shot,0,1,5544,7822
s_1869,zero-shot,1,1,5304,10079
s_1870,zero-shot,0,1,5288,5288
s_1871,zero-shot,1,1,6030,13375
s_1872,zero-shot,1,1,3442,3442
s_1873,zero-shot,1,1,8182,32997
s_1874,zero-shot,0,1,5579,5579
s_1875,zero-shot,1,1,4951,9650
s_1876,zero-shot,1,1,5245,5245
s_1877,zero-shot,1,1,3720,8760
s_1878,zero-shot,1,1,4408,5680
s_1879,zero-shot,1,1,6972,8765
s_1880,zero-shot,1,1,7492,30819
s_1881,zero-shot,1,1,3759,3759
s_1882,zero-shot,0,0,6842,6842
s_1883,zero-shot,0,0,10263,14294
s_1884,zero-shot,1,1,4982,5887
s_1885,zero-shot,1,1,3347,4976
s_1886,zero-shot,1,1,3482,3482
s_1887,zero-shot,1,1,3705,14218
s_1888,zero-shot,0,1,5723,10131
s_1889,zero-shot,1,1,7223,7223
s_1890,zero-shot,1,1,3974,9424
s_1891,zero-shot,0,0,7378,14351
s_1892,zero-shot,1,1,7123,7123
s_1893,zero-shot,0,1,6524,24049
s_1894,zero-shot,0,1,6360,6360
s_1895,zero-shot,0,0,4919,12586
s_1896,zero-shot,1,1,7746,7746
s_1897,zero-shot,1,1,6739,6739
s_1898,zero-shot,1,1,4122,4122
s_1899,zero-shot,1,1,6401,39263
s_1900,zero-shot,1,1,2046,2046
s_1901,zero-shot,1,1,3401,4132
s_1902,zero-shot,1,1,6291,11744
s_1903,zero-shot,0,1,4977,28708
s_1904,zero-shot,0,1,6357,6357
s_1905,zero-shot,1,1,3979,9059
s_1906,zero-shot,0,1,6395,20537
s_1907,zero-shot,1,1,5886,5886
s_1908,zero-shot,0,1,6656,10265
s_1909,zero-shot,1,1,6222,22410
s_1910,zero-shot,0,1,8917,12695
s_1911,zero-shot,1,1,3861,3861
s_1912,zero-shot,1,1,8197,10581
s_1913,zero-shot,1,1,5786,26887
s_1914,zero-shot,0,0,4472,8492
s_1915,zero-shot,0,1,3315,3315
s_1916,zero-shot,0,1,5756,5756
s_1917,zero-shot,0,1,4298,63959
s_1918,zero-shot,0,1,3827,3827
s_1919,zero-shot,0,1,5030,11248
s_1920,zero-shot,1,1,6108,6795
s_1921,zero-shot,0,1,3639,5800
s_1922,zero-shot,1,1,4738,9349
s_1923,zero-shot,1,1,3745,5419
s_1924,zero-shot,1,1,7977,7977
s_1925,zero-shot,0,0,5521,5521
s_1926,zero-shot,0,1,11015,11015
s_1927,zero-shot,1,1,3093,12386
s_1928,zero-shot,1,1,6242,8684
s_1929,zero-shot,0,1,6536,16563
s_1930,zero-shot,1,1,5300,12093
s_1931,zero-shot,1,1,4967,6636
s_1932,zero-shot,0,1,2835,14711
s_1933,zero-shot,1,1,3313,12500
s_1934,zero-shot,1,1,6270,8578
s_1935,zero-shot,0,0,4444,5789
s_1936,zero-shot,0,1,2731,6176
s_1937,zero-shot,0,1,3658,5359
s_1938,zero-shot,0,1,4835,4835
s_1939,zero-shot,0,1,5021,5021
s_1940,zero-shot,0,1,5171,39347
s_1941,zero-shot,0,0,7430,14302
s_1942,zero-shot,1,1,1612,6669
s_1943,zero-shot,0,1,4648,8737
s_1944,zero-shot,1,1,11919,14039
s_1945,zero-shot,1,1,5330,7199
s_1946,zero-shot,0,1,4263,4263
s_1947,zero-shot,0,1,3990,3990
s_1948,zero-shot,0,1,5907,6152
s_1949,zero-shot,0,1,9623,19535
s_1950,zero-shot,0,1,3649,9319
s_1951,zero-shot,0,0,3218,3218
s_1952,zero-shot,0,1,7181,9979
s_1953,zero-shot,0,1,5018,6659
s_1954,zero-shot,1,1,3184,13815
s_1955,zero-shot,0,1,7971,13722
s_1956,zero-shot,0,0,7347,10542
s_1957,zero-shot,1,1,4272,4272
s_1958,zero-shot,0,1,12787,12787
s_1959,zero-shot,1,1,4828,14667
s_1960,zero-shot,1,1,6146,6146
s_1961,zero-shot,1,1,5502,8890
s_1962,zero-shot,0,1,7773,8506
s_1963,zero-shot,1,1,3206,3463
s_1964,zero-shot,0,1,6951,14156
s_1965,zero-shot,1,1,3320,3320
s_1966,zero-shot,0,0,5493,5925
s_1967,zero-shot,1,1,7529,13195
s_1968,zero-shot,1,1,3897,11203
s_1969,zero-shot,1,1,4428,40782
s_1970,zero-shot,1,1,6558,20881
s_1971,zero-shot,0,1,5184,13499
s_1972,zero-shot,0,0,9868,9868
s_1973,zero-shot,1,1,4736,12503
s_1974,zero-shot,1,1,6048,6048
s_1975,zero-shot,0,1,4929,8422
s_1976,zero-shot,1,1,5730,14065
s_1977,zero-shot,0,1,6007,6007
s_1978,zero-shot,0,1,4726,5484
s_1979,zero-shot,1,1,5818,8397
s_1980,zero-shot,1,1,5290,5290
s_1981,zero-shot,1,1,3484,3484
s_1982,zero-shot,0,1,4799,22044
s_1983,zero-shot,1,1,5800,23455
s_1984,zero-shot,0,1,4829,21842
s_1985,zero-shot,1,1,4486,73204
s_1986,zero-shot,0,1,5311,7578
s_1987,zero-shot,1,1,4903,4903
s_1988,zero-shot,1,1,3389,71639
s_1989,zero-shot,0,1,2380,10648
s_1990,zero-shot,1,1,7447,10344
s_1991,zero-shot,1,1,4293,25624
s_1992,zero-shot,1,1,4175,15976
s_1993,zero-shot,1,1,6288,14159
s_1994,zero-shot,0,0,2877,2877
s_1995,zero-shot,0,1,2590,2725
s_1996,zero-shot,0,1,7041,12084
s_1997,zero-shot,1,1,4789,9603
s_1998,zero-shot,1,1,6402,15172
s_1999,zero-shot,1,1,3178,3178
s_0000,few-shot,1,1,20850,20850
s_0001,few-shot,0,1,6881,43533
s_0002,few-shot,1,1,11942,17089
s_0003,few-shot,1,1,6398,9298
s_0004,few-shot,1,1,8252,9804
s_0005,few-shot,1,1,9528,11051
s_0006,few-shot,1,1,7359,8384
s_0007,few-shot,0,0,5407,5709
s_0008,few-shot,0,1,7781,29898
s_0009,few-shot,0,1,9671,13733
s_0010,few-shot,1,1,6559,6559
s_0011,few-shot,1,1,8924,9841
s_0012,few-shot,1,1,8498,11891
s_0013,few-shot,1,1,5939,13415
s_0014,few-shot,0,0,4768,22151
s_0015,few-shot,0,1,8911,11207
s_0016,few-shot,1,1,7987,25043
s_0017,few-shot,1,1,4938,8296
s_0018,few-shot,1,1,5724,5724
s_0019,few-shot,1,1,8849,8849
s_0020,few-shot,0,0,9913,19771
s_0021,few-shot,1,1,6276,6276
s_0022,few-shot,1,1,6654,8143
s_0023,few-shot,1,1,8096,10428
s_0024,few-shot,1,1,15635,15635
s_0025,few-shot,1,1,10974,14251
s_0026,few-shot,1,1,7403,19842
s_0027,few-shot,1,1,5697,6670
s_0028,few-shot,1,1,10648,10648
s_0029,few-shot,0,1,8128,10207
s_0030,few-shot,1,1,10097,16977
s_0031,few-shot,1,1,14140,14202
s_0032,few-shot,1,1,10501,12290
s_0033,few-shot,1,1,10244,10244
s_0034,few-shot,1,1,13349,13349
s_0035,few-shot,1,1,6924,8787
s_0036,few-shot,1,1,3295,6401
s_0037,few-shot,1,1,9117,14608
s_0038,few-shot,1,1,7572,7572
s_0039,few-shot,0,1,15109,15529
s_0040,few-shot,1,1,5284,10111
s_0041,few-shot,1,1,7045,12268
s_0042,few-shot,1,1,11191,11191
s_0043,few-shot,1,1,4994,13328
s_0044,few-shot,0,0,5073,6568
s_0045,few-shot,1,1,11783,14502
s_0046,few-shot,0,1,10881,12808
s_0047,few-shot,1,1,6154,6729
s_0048,few-shot,1,1,10379,12501
s_0049,few-shot,1,1,5499,5499
s_0050,few-shot,1,1,4774,6940
s_0051,few-shot,1,1,7684,11057
s_0052,few-shot,0,1,21452,21452
s_0053,few-shot,1,1,7310,7415
s_0054,few-shot,1,1,8082,9337
s_0055,few-shot,0,1,8724,9008
s_0056,few-shot,0,1,11957,12003
s_0057,few-shot,1,1,9161,25196
s_0058,few-shot,0,1,6605,8786
s_0059,few-shot,1,1,10823,10823
s_0060,few-shot,0,1,19934,22512
s_0061,few-shot,1,1,5997,6738
s_0062,few-shot,1,1,6841,10719
s_0063,few-shot,1,1,5388,5388
s_0064,few-shot,1,1,6636,19220
s_0065,few-shot,1,1,11025,11025
s_0066,few-shot,0,1,8684,8684
s_0067,few-shot,1,1,13290,16819
s_0068,few-shot,1,1,5198,8191
s_0069,few-shot,1,1,11012,19076
s_0070,few-shot,0,1,5760,5760
s_0071,few-shot,0,1,12451,15452
s_0072,few-shot,1,1,8858,9046
s_0073,few-shot,1,1,7104,23370
s_0074,few-shot,1,1,10153,13161
s_0075,few-shot,0,1,13952,15344
s_0076,few-shot,1,1,4611,11898
s_0077,few-shot,1,1,10189,10265
s_0078,few-shot,1,1,9713,9713
s_0079,few-shot,1,1,11175,12392
s_0080,few-shot,0,0,7411,13204
s_0081,few-shot,1,1,8453,15411
s_0082,few-shot,1,1,8077,8485
s_0083,few-shot,0,1,12550,14453
s_0084,few-shot,1,1,7519,7519
s_0085,few-shot,1,1,8574,12429
s_0086,few-shot,1,1,5040,7024
s_0087,few-shot,1,1,9360,9545
s_0088,few-shot,1,1,6550,6861
s_0089,few-shot,1,1,8165,9129
s_0090,few-shot,0,1,14354,18148
s_0091,few-shot,0,1,5476,34544
s_0092,few-shot,1,1,10004,10004
s_0093,few-shot,1,1,5356,6092
s_0094,few-shot,0,1,8731,12513
s_0095,few-shot,1,1,4769,4769
s_0096,few-shot,1,1,9712,10749
s_0097,few-shot,1,1,13364,17606
s_0098,few-shot,1,1,19662,19662
s_0099,few-shot,0,0,7612,18532
s_0100,few-shot,0,0,7140,7652
s_0101,few-shot,1,1,4822,4996
s_0102,few-shot,1,1,6972,6972
s_0103,few-shot,1,1,11866,11866
s_0104,few-shot,1,1,16849,16849
s_0105,few-shot,1,1,4089,4089
s_0106,few-shot,1,1,9311,10309
s_0107,few-shot,1,1,7200,7200
s_0108,few-shot,1,1,13689,18533
s_0109,few-shot,0,0,7285,8619
s_0110,few-shot,1,1,9951,9951
s_0111,few-shot,0,1,8451,23292
s_0112,few-shot,0,1,4879,5288
s_0113,few-shot,0,1,10428,10428
s_0114,few-shot,1,1,8298,8298
s_0115,few-shot,1,1,10444,11837
s_0116,few-shot,1,1,4285,4285
s_0117,few-shot,1,1,9053,10288
s_0118,few-shot,0,1,10969,11666
s_0119,few-shot,1,1,9510,13436
s_0120,few-shot,0,0,10941,10941
s_0121,few-shot,1,1,9044,9399
s_0122,few-shot,1,1,6605,10621
s_0123,few-shot,1,1,10303,12001
s_0124,few-shot,1,1,9111,9976
s_0125,few-shot,1,1,13356,16524
s_0126,few-shot,0,1,4871,6239
s_0127,few-shot,1,1,9928,19638
s_0128,few-shot,1,1,9143,9143
s_0129,few-shot,1,1,9182,9182
s_0130,few-shot,1,1,11091,11209
s_0131,few-shot,1,1,6604,12079
s_0132,few-shot,1,1,5698,6295
s_0133,few-shot,1,1,20881,29168
s_0134,few-shot,1,1,9192,44687
s_0135,few-shot,1,1,13258,13370
s_0136,few-shot,1,1,6451,11541
s_0137,few-shot,0,1,5179,5954
s_0138,few-shot,1,1,8181,9213
s_0139,few-shot,1,1,10860,14472
s_0140,few-shot,0,1,7744,7744
s_0141,few-shot,0,1,5872,7957
s_0142,few-shot,1,1,7768,9572
s_0143,few-shot,1,1,7941,7941
s_0144,few-shot,0,1,9266,11075
s_0145,few-shot,1,1,8207,16224
s_0146,few-shot,1,1,22145,22347
s_0147,few-shot,1,1,13974,15048
s_0148,few-shot,0,1,6585,12977
s_0149,few-shot,1,1,8819,9980
s_0150,few-shot,1,1,4597,5543
s_0151,few-shot,1,1,7236,9768
s_0152,few-shot,1,1,8900,9952
s_0153,few-shot,1,1,7667,9276
s_0154,few-shot,0,1,8335,8624
s_0155,few-shot,0,1,11989,13030
s_0156,few-shot,1,1,23591,23591
s_0157,few-shot,0,0,13917,14229
s_0158,few-shot,1,1,21556,22529
s_0159,few-shot,1,1,5663,26731
s_0160,few-shot,0,1,7865,20604
s_0161,few-shot,1,1,5127,8374
s_0162,few-shot,1,1,9206,9206
s_0163,few-shot,1,1,9806,12517
s_0164,few-shot,1,1,5360,5360
s_0165,few-shot,1,1,9752,9752
s_0166,few-shot,1,1,6260,10464
s_0167,few-shot,1,1,9724,9724
s_0168,few-shot,0,1,4946,11490
s_0169,few-shot,1,1,5681,5681
s_0170,few-shot,1,1,7304,11426
s_0171,few-shot,1,1,10405,10405
s_0172,few-shot,0,1,4425,6815
s_0173,few-shot,0,1,13302,20264
s_0174,few-shot,1,1,6506,10265
s_0175,few-shot,1,1,7046,7599
s_0176,few-shot,0,1,9177,11707
s_0177,few-shot,1,1,7204,8200
s_0178,few-shot,0,1,11375,16169
s_0179,few-shot,0,1,5432,7759
s_0180,few-shot,1,1,8048,16534
s_0181,few-shot,1,1,13508,17181
s_0182,few-shot,0,1,4702,4702
s_0183,few-shot,0,1,9352,10066
s_0184,few-shot,1,1,14701,14701
s_0185,few-shot,0,0,6679,6979
s_0186,few-shot,1,1,14365,14525
s_0187,few-shot,1,1,5291,8243
s_0188,few-shot,0,1,4321,4321
s_0189,few-shot,1,1,16707,17644
s_0190,few-shot,1,1,8527,8527
s_0191,few-shot,1,1,5591,5591
s_0192,few-shot,1,1,9833,21001
s_0193,few-shot,0,1,15658,42623
s_0194,few-shot,1,1,9162,13141
s_0195,few-shot,1,1,11025,24470
s_0196,few-shot,1,1,13537,17412
s_0197,few-shot,1,1,9821,11359
s_0198,few-shot,1,1,5663,8491
s_0199,few-shot,1,1,11834,13520
s_0200,few-shot,1,1,9386,9386
s_0201,few-shot,0,0,7046,7046
s_0202,few-shot,1,1,6426,6426
s_0203,few-shot,1,1,10531,13359
s_0204,few-shot,1,1,7384,7384
s_0205,few-shot,1,1,6966,6966
s_0206,few-shot,1,1,10259,10259
s_0207,few-shot,1,1,11982,12699
s_0208,few-shot,1,1,7612,7612
s_0209,few-shot,1,1,7663,8949
s_0210,few-shot,1,1,6150,10538
s_0211,few-shot,0,0,7618,7618
s_0212,few-shot,1,1,7025,7025
s_0213,few-shot,1,1,7876,8279
s_0214,few-shot,1,1,8476,8650
s_0215,few-shot,1,1,8132,8132
s_0216,few-shot,1,1,16021,17863
s_0217,few-shot,1,1,8920,9478
s_0218,few-shot,1,1,9444,9444
s_0219,few-shot,0,0,17756,23353
s_0220,few-shot,1,1,12891,15405
s_0221,few-shot,1,1,5199,5396
s_0222,few-shot,0,1,10479,19074
s_0223,few-shot,0,1,8868,8893
s_0224,few-shot,1,1,7087,7087
s_0225,few-shot,1,1,8457,16758
s_0226,few-shot,1,1,9508,10341
s_0227,few-shot,1,1,12692,12692
s_0228,few-shot,1,1,8459,17716
s_0229,few-shot,1,1,11381,13505
s_0230,few-shot,1,1,11000,14564
s_0231,few-shot,0,1,5437,6007
s_0232,few-shot,1,1,12738,16167
s_0233,few-shot,1,1,7083,10327
s_0234,few-shot,1,1,16300,18691
s_0235,few-shot,0,1,24146,28923
s_0236,few-shot,1,1,8979,8979
s_0237,few-shot,1,1,11756,11756
s_0238,few-shot,1,1,10480,11899
s_0239,few-shot,1,1,11426,13587
s_0240,few-shot,1,1,8224,8483
s_0241,few-shot,1,1,9164,9880
s_0242,few-shot,1,1,5200,8162
s_0243,few-shot,1,1,8829,24684
s_0244,few-shot,0,1,9718,13420
s_0245,few-shot,0,1,8567,11249
s_0246,few-shot,0,1,11536,14823
s_0247,few-shot,1,1,5721,8367
s_0248,few-shot,1,1,6826,9100
s_0249,few-shot,1,1,9547,10224
s_0250,few-shot,1,1,5262,5839
s_0251,few-shot,0,1,11904,11904
s_0252,few-shot,1,1,5661,15733
s_0253,few-shot,0,1,5581,6835
s_0254,few-shot,1,1,4402,4900
s_0255,few-shot,1,1,8654,10623
s_0256,few-shot,0,0,11457,16082
s_0257,few-shot,1,1,9202,12411
s_0258,few-shot,1,1,12384,26992
s_0259,few-shot,1,1,12835,15563
s_0260,few-shot,0,1,8967,14572
s_0261,few-shot,0,1,14877,14877
s_0262,few-shot,1,1,8085,10423
s_0263,few-shot,1,1,8949,8949
s_0264,few-shot,0,0,13448,14847
s_0265,few-shot,1,1,13686,15862
s_0266,few-shot,1,1,6385,16224
s_0267,few-shot,0,1,9936,10558
s_0268,few-shot,1,1,9360,9781
s_0269,few-shot,1,1,7781,9404
s_0270,few-shot,1,1,5661,5661
s_0271,few-shot,1,1,11190,23745
s_0272,few-shot,1,1,6938,8158
s_0273,few-shot,1,1,13445,16403
s_0274,few-shot,1,1,13152,13152
s_0275,few-shot,1,1,7480,9933
s_0276,few-shot,0,1,7912,10829
s_0277,few-shot,1,1,13904,23563
s_0278,few-shot,1,1,7639,8355
s_0279,few-shot,0,1,6652,7462
s_0280,few-shot,1,1,9523,10331
s_0281,few-shot,1,1,7701,13897
s_0282,few-shot,1,1,10731,10731
s_0283,few-shot,1,1,9202,9248
s_0284,few-shot,1,1,6233,9391
s_0285,few-shot,1,1,10845,10845
s_0286,few-shot,1,1,5986,5986
s_0287,few-shot,0,1,6549,7270
s_0288,few-shot,1,1,5467,5765
s_0289,few-shot,1,1,8103,8969
s_0290,few-shot,1,1,5658,10624
s_0291,few-shot,1,1,16932,18787
s_0292,few-shot,1,1,12705,15306
s_0293,few-shot,1,1,11624,16925
s_0294,few-shot,1,1,5205,7643
s_0295,few-shot,1,1,12724,14343
s_0296,few-shot,0,0,9741,16100
s_0297,few-shot,1,1,7163,7163
s_0298,few-shot,1,1,6457,9438
s_0299,few-shot,1,1,9620,10710
s_0300,few-shot,1,1,11688,12665
s_0301,few-shot,1,1,4307,10753
s_0302,few-shot,0,1,6381,19329
s_0303,few-shot,1,1,9516,9516
s_0304,few-shot,0,0,11096,13649
s_0305,few-shot,1,1,8392,23781
s_0306,few-shot,1,1,9268,12272
s_0307,few-shot,1,1,12032,12032
s_0308,few-shot,1,1,7621,7621
s_0309,few-shot,1,1,20928,22150
s_0310,few-shot,0,1,9991,24919
s_0311,few-shot,0,1,4711,6058
s_0312,few-shot,0,1,11065,11065
s_0313,few-shot,1,1,9986,13868
s_0314,few-shot,0,1,14015,14689
s_0315,few-shot,1,1,9312,9312
s_0316,few-shot,0,1,7964,10912
s_0317,few-shot,0,1,8418,8418
s_0318,few-shot,1,1,8270,10502
s_0319,few-shot,1,1,9766,10101
s_0320,few-shot,1,1,16777,17461
s_0321,few-shot,1,1,6145,13685
s_0322,few-shot,1,1,8279,8279
s_0323,few-shot,0,1,5451,5689
s_0324,few-shot,1,1,12133,27244
s_0325,few-shot,1,1,11866,13416
s_0326,few-shot,1,1,12277,13179
s_0327,few-shot,1,1,7631,11437
s_0328,few-shot,1,1,9847,11437
s_0329,few-shot,0,1,14274,14324
s_0330,few-shot,1,1,6673,6673
s_0331,few-shot,1,1,5109,5109
s_0332,few-shot,1,1,13405,13405
s_0333,few-shot,0,1,12592,12592
s_0334,few-shot,0,1,11275,11342
s_0335,few-shot,0,0,9333,9333
s_0336,few-shot,1,1,11227,12135
s_0337,few-shot,1,1,11563,16266
s_0338,few-shot,1,1,12045,18278
s_0339,few-shot,1,1,11739,16052
s_0340,few-shot,1,1,7310,7310
s_0341,few-shot,1,1,8123,12067
s_0342,few-shot,1,1,10059,17068
s_0343,few-shot,0,1,14131,16153
s_0344,few-shot,0,0,5970,11418
s_0345,few-shot,0,1,12120,13836
s_0346,few-shot,1,1,8699,8699
s_0347,few-shot,0,1,13024,13024
s_0348,few-shot,0,0,4229,4229
s_0349,few-shot,1,1,9043,9308
s_0350,few-shot,1,1,8536,13888
s_0351,few-shot,1,1,5814,6334
s_0352,few-shot,0,1,6761,6761
s_0353,few-shot,1,1,9611,12717
s_0354,few-shot,0,1,12372,14660
s_0355,few-shot,0,1,10389,10389
s_0356,few-shot,1,1,9135,12981
s_0357,few-shot,1,1,4806,29363
s_0358,few-shot,0,0,13297,13297
s_0359,few-shot,1,1,7564,8599
s_0360,few-shot,1,1,9334,10079
s_0361,few-shot,1,1,7434,13288
s_0362,few-shot,1,1,2973,13113
s_0363,few-shot,1,1,6621,12890
s_0364,few-shot,1,1,14075,14075
s_0365,few-shot,1,1,10657,13219
s_0366,few-shot,1,1,11095,13942
s_0367,few-shot,0,0,5748,17715
s_0368,few-shot,1,1,6597,18805
s_0369,few-shot,1,1,6093,6588
s_0370,few-shot,1,1,13231,14068
s_0371,few-shot,1,1,8923,11891
s_0372,few-shot,0,1,11021,13987
s_0373,few-shot,1,1,13064,13359
s_0374,few-shot,0,1,10588,15373
s_0375,few-shot,1,1,6996,8065
s_0376,few-shot,1,1,8442,9552
s_0377,few-shot,1,1,12060,15484
s_0378,few-shot,1,1,11373,11580
s_0379,few-shot,1,1,16366,16569
s_0380,few-shot,1,1,10683,13676
s_0381,few-shot,1,1,6665,7177
s_0382,few-shot,0,1,5978,5978
s_0383,few-shot,1,1,13059,14798
s_0384,few-shot,1,1,5803,5803
s_0385,few-shot,1,1,15021,15995
s_0386,few-shot,1,1,16059,16059
s_0387,few-shot,0,1,11788,13012
s_0388,few-shot,0,1,9690,11114
s_0389,few-shot,1,1,11178,11703
s_0390,few-shot,1,1,16291,19124
s_0391,few-shot,1,1,7350,8913
s_0392,few-shot,1,1,11906,12813
s_0393,few-shot,1,1,9395,9395
s_0394,few-shot,1,1,7914,10436
s_0395,few-shot,1,1,9818,12199
s_0396,few-shot,0,1,8326,8472
s_0397,few-shot,0,1,8219,8906
s_0398,few-shot,1,1,10673,11277
s_0399,few-shot,0,1,6274,10076
s_0400,few-shot,1,1,7734,13868
s_0401,few-shot,1,1,6384,6594
s_0402,few-shot,1,1,5008,6902
s_0403,few-shot,1,1,13202,17016
s_0404,few-shot,0,0,11782,19430
s_0405,few-shot,1,1,4546,4546
s_0406,few-shot,0,0,8638,8638
s_0407,few-shot,1,1,11357,11461
s_0408,few-shot,1,1,7838,7838
s_0409,few-shot,0,1,6159,6159
s_0410,few-shot,0,1,10985,13085
s_0411,few-shot,1,1,8589,8589
s_0412,few-shot,1,1,4072,8813
s_0413,few-shot,1,1,9085,9085
s_0414,few-shot,1,1,12073,12073
s_0415,few-shot,1,1,8845,23714
s_0416,few-shot,1,1,9324,15050
s_0417,few-shot,0,1,15251,15811
s_0418,few-shot,1,1,7936,16154
s_0419,few-shot,1,1,6910,6910
s_0420,few-shot,1,1,8798,8798
s_0421,few-shot,1,1,10842,13918
s_0422,few-shot,1,1,10823,14033
s_0423,few-shot,0,1,6491,7775
s_0424,few-shot,0,1,10347,15850
s_0425,few-shot,0,1,6767,8527
s_0426,few-shot,1,1,5665,9947
s_0427,few-shot,0,1,10602,10602
s_0428,few-shot,1,1,7869,7869
s_0429,few-shot,1,1,9238,9594
s_0430,few-shot,1,1,9483,9483
s_0431,few-shot,0,0,7103,7103
s_0432,few-shot,1,1,9039,19813
s_0433,few-shot,1,1,11696,13748
s_0434,few-shot,1,1,4684,6877
s_0435,few-shot,1,1,18526,19209
s_0436,few-shot,1,1,14957,15003
s_0437,few-shot,1,1,8976,12014
s_0438,few-shot,0,1,8304,8304
s_0439,few-shot,1,1,7734,17620
s_0440,few-shot,1,1,6627,13770
s_0441,few-shot,0,0,12290,12290
s_0442,few-shot,1,1,4808,4808
s_0443,few-shot,1,1,8043,11151
s_0444,few-shot,1,1,7472,9686
s_0445,few-shot,1,1,10403,10906
s_0446,few-shot,1,1,11047,13957
s_0447,few-shot,1,1,8938,9493
s_0448,few-shot,1,1,6199,13216
s_0449,few-shot,0,1,10806,13316
s_0450,few-shot,1,1,9574,17842
s_0451,few-shot,1,1,8161,12778
s_0452,few-shot,1,1,9200,13233
s_0453,few-shot,1,1,11732,12215
s_0454,few-shot,0,1,11488,26406
s_0455,few-shot,1,1,16904,18618
s_0456,few-shot,1,1,5808,9999
s_0457,few-shot,1,1,5370,11917
s_0458,few-shot,1,1,9113,13269
s_0459,few-shot,1,1,7066,14992
s_0460,few-shot,1,1,18152,21157
s_0461,few-shot,1,1,7757,19350
s_0462,few-shot,1,1,6093,6184
s_0463,few-shot,1,1,4123,4123
s_0464,few-shot,1,1,15291,17879
s_0465,few-shot,1,1,5876,6230
s_0466,few-shot,0,1,24338,24338
s_0467,few-shot,1,1,8409,8409
s_0468,few-shot,1,1,9598,9684
s_0469,few-shot,1,1,12195,15811
s_0470,few-shot,1,1,13598,18153
s_0471,few-shot,1,1,5002,5002
s_0472,few-shot,1,1,5158,17111
s_0473,few-shot,1,1,9092,9092
s_0474,few-shot,1,1,10913,11658
s_0475,few-shot,1,1,8151,8795
s_0476,few-shot,1,1,7669,7669
s_0477,few-shot,1,1,10540,10965
s_0478,few-shot,1,1,4365,4851
s_0479,few-shot,1,1,7960,9546
s_0480,few-shot,1,1,5993,5993
s_0481,few-shot,1,1,3791,3791
s_0482,few-shot,1,1,8542,8740
s_0483,few-shot,1,1,5416,5416
s_0484,few-shot,1,1,18555,42587
s_0485,few-shot,1,1,10301,11696
s_0486,few-shot,1,1,6007,6007
s_0487,few-shot,0,1,15603,15603
s_0488,few-shot,1,1,12503,15048
s_0489,few-shot,1,1,3735,4583
s_0490,few-shot,1,1,7302,7302
s_0491,few-shot,1,1,7193,16006
s_0492,few-shot,0,1,4147,4147
s_0493,few-shot,0,1,18368,21859
s_0494,few-shot,1,1,8376,8376
