# RQ6 -- head-to-head on the common Java-8-compatible subset (4,200 classes).
# Paper Table tab:rq6_comparison (Sec. 5.7). One row per class per system.
# All systems run on the same sandboxes and the same metric pipeline; the
# quality columns are populated only where the test finally compiled, and the
# table's means are the means of those columns.
# cost is prompt+completion tokens per class, or CPU-seconds for EvoSuite.
class_id,loc,cyclomatic_complexity,system,compiled_initially,compiled,branch_coverage,line_coverage,mutation_score,mnt,cost,cost_unit
j8_2279,1521,67,evosuite,1,1,78.66,81.25,61.61,8.5,210.0,cpu_seconds
j8_2280,1141,71,evosuite,1,1,67.29,81.35,65.65,14.35,150.5,cpu_seconds
j8_2281,705,38,evosuite,1,1,89.48,99.76,80.46,4.98,154.2,cpu_seconds
j8_2282,475,21,evosuite,1,1,63.74,73.0,60.56,16.5,145.3,cpu_seconds
j8_2283,934,75,evosuite,1,1,81.25,93.94,80.89,6.91,217.1,cpu_seconds
j8_2284,264,9,evosuite,1,1,87.94,93.79,90.5,8.15,149.8,cpu_seconds
j8_2285,417,24,evosuite,1,1,84.95,86.84,65.3,9.93,177.5,cpu_seconds
j8_2286,1287,95,evosuite,1,1,85.44,93.33,79.29,8.13,224.5,cpu_seconds
j8_2287,1894,120,evosuite,1,1,86.11,83.5,71.89,8.31,312.6,cpu_seconds
j8_2288,181,20,evosuite,1,1,66.21,76.56,61.59,13.78,125.4,cpu_seconds
j8_2289,611,26,evosuite,1,1,100.0,100.0,100.0,2.22,133.8,cpu_seconds
j8_2290,610,42,evosuite,1,1,93.65,88.99,94.81,5.71,197.0,cpu_seconds
j8_2291,1861,47,evosuite,1,1,60.16,74.51,79.06,6.24,269.4,cpu_seconds
j8_2292,961,61,evosuite,1,1,70.94,78.18,62.72,10.03,240.2,cpu_seconds
j8_2293,513,52,evosuite,1,1,79.17,91.06,85.8,9.17,134.0,cpu_seconds
j8_2294,1425,91,evosuite,1,1,93.27,94.7,72.41,8.68,189.8,cpu_seconds
j8_2295,2186,123,evosuite,1,1,62.8,71.98,52.6,11.56,296.0,cpu_seconds
j8_2296,809,50,evosuite,1,1,68.58,77.91,71.41,12.58,165.3,cpu_seconds
j8_2297,444,31,evosuite,1,1,86.42,98.14,72.88,5.68,156.2,cpu_seconds
j8_2298,401,15,evosuite,1,1,88.54,89.05,80.19,10.35,156.1,cpu_seconds
j8_2299,3012,128,evosuite,1,1,85.69,79.42,66.13,11.45,266.8,cpu_seconds
j8_2300,987,43,evosuite,1,1,71.51,81.52,84.76,12.24,208.4,cpu_seconds
j8_2301,639,23,evosuite,1,1,75.49,89.61,87.68,8.08,127.0,cpu_seconds
j8_2302,2371,107,evosuite,1,1,74.83,79.79,65.69,8.75,267.7,cpu_seconds
j8_2303,241,15,evosuite,1,1,94.93,96.59,89.35,4.73,106.3,cpu_seconds
j8_2304,1719,68,evosuite,1,1,85.22,88.96,84.37,10.17,199.5,cpu_seconds
j8_2305,1544,68,evosuite,1,1,82.17,87.82,83.07,8.24,232.5,cpu_seconds
j8_2306,452,34,evosuite,1,1,85.97,96.51,78.5,7.48,117.6,cpu_seconds
j8_2307,744,20,evosuite,1,1,80.46,90.08,80.21,7.9,190.0,cpu_seconds
j8_2308,858,60,evosuite,1,1,86.44,91.91,77.08,5.66,163.1,cpu_seconds
j8_2309,1461,79,evosuite,1,1,70.2,80.8,63.2,10.57,250.3,cpu_seconds
j8_2310,283,20,evosuite,1,1,100.0,100.0,93.71,7.06,121.0,cpu_seconds
j8_2311,1055,56,evosuite,1,1,74.98,82.61,67.45,12.54,195.3,cpu_seconds
j8_2312,307,22,evosuite,1,1,94.65,91.58,67.06,5.19,95.6,cpu_seconds
j8_2313,1296,43,evosuite,1,1,71.55,81.95,65.17,10.89,239.5,cpu_seconds
j8_2314,1236,92,evosuite,1,1,80.45,81.95,59.6,7.43,185.3,cpu_seconds
j8_2315,871,39,evosuite,1,1,71.57,74.28,46.12,8.07,122.8,cpu_seconds
j8_2316,125,7,evosuite,1,1,88.8,98.11,77.01,3.26,51.5,cpu_seconds
j8_2317,569,33,evosuite,1,1,70.26,75.0,54.93,10.52,177.6,cpu_seconds
j8_2318,1960,88,evosuite,1,1,61.97,73.34,63.36,10.9,263.2,cpu_seconds
j8_2319,1136,34,evosuite,1,1,62.11,75.49,65.25,11.08,211.9,cpu_seconds
j8_2320,203,9,evosuite,1,1,87.76,87.4,74.48,8.53,88.1,cpu_seconds
j8_2321,922,71,evosuite,1,1,72.37,80.45,68.61,11.47,179.5,cpu_seconds
j8_2322,905,35,evosuite,1,1,82.95,94.56,80.11,8.99,214.5,cpu_seconds
j8_2323,410,16,evosuite,1,1,76.06,79.07,69.98,7.54,152.9,cpu_seconds
j8_2324,586,47,evosuite,1,1,71.3,75.31,60.34,12.54,138.6,cpu_seconds
j8_2325,671,40,evosuite,1,1,74.94,87.4,67.95,4.31,222.7,cpu_seconds
j8_2326,1658,69,evosuite,1,1,71.83,78.76,51.81,4.79,235.5,cpu_seconds
j8_2327,599,36,evosuite,1,1,73.93,79.76,72.43,9.24,136.5,cpu_seconds
j8_2328,841,46,evosuite,1,1,94.28,96.21,77.95,9.93,163.9,cpu_seconds
j8_2329,941,105,evosuite,1,1,79.47,83.38,67.9,7.58,203.8,cpu_seconds
j8_2330,1744,125,evosuite,1,1,65.3,78.05,61.43,15.24,223.2,cpu_seconds
j8_2331,380,24,evosuite,1,1,100.0,100.0,91.11,3.72,100.8,cpu_seconds
j8_2332,636,34,evosuite,1,1,77.09,84.68,66.84,7.5,164.3,cpu_seconds
j8_2333,1279,86,evosuite,1,1,78.49,78.54,69.75,8.92,218.9,cpu_seconds
j8_2334,116,9,evosuite,1,1,100.0,100.0,86.75,5.8,43.7,cpu_seconds
j8_2335,1271,46,evosuite,1,1,63.25,76.86,68.04,5.52,243.0,cpu_seconds
j8_2336,707,53,evosuite,1,1,87.1,93.85,70.48,11.89,142.5,cpu_seconds
j8_2337,403,19,evosuite,1,1,85.42,89.31,71.92,7.94,118.2,cpu_seconds
j8_2338,241,20,evosuite,1,1,95.24,94.38,75.71,4.82,61.1,cpu_seconds
j8_2339,1006,64,evosuite,1,1,86.24,92.42,81.69,5.94,237.3,cpu_seconds
j8_2340,479,22,evosuite,1,1,88.54,90.43,78.91,4.15,73.8,cpu_seconds
j8_2341,186,22,evosuite,1,1,95.36,99.43,100.0,2.68,108.4,cpu_seconds
j8_2342,146,12,evosuite,1,1,96.51,100.0,87.44,5.23,43.7,cpu_seconds
j8_2343,830,39,evosuite,1,1,100.0,100.0,100.0,1.52,161.5,cpu_seconds
j8_2344,493,36,evosuite,1,1,86.46,83.77,74.27,12.87,158.3,cpu_seconds
j8_2345,3183,188,evosuite,1,1,59.66,70.18,69.92,13.94,230.3,cpu_seconds
j8_2346,528,33,evosuite,1,1,97.2,95.85,82.2,6.65,143.3,cpu_seconds
j8_2347,719,37,evosuite,1,1,86.05,89.08,71.33,8.44,214.2,cpu_seconds
j8_2348,628,43,evosuite,1,1,86.32,94.84,84.48,7.11,184.3,cpu_seconds
j8_2349,346,21,evosuite,1,1,94.76,93.27,91.22,5.95,143.1,cpu_seconds
j8_2350,366,15,evosuite,1,1,89.34,91.37,72.56,6.88,162.8,cpu_seconds
j8_2351,2015,151,evosuite,1,1,93.71,99.28,71.34,5.14,231.2,cpu_seconds
j8_2352,163,10,evosuite,1,1,100.0,100.0,100.0,1.37,77.8,cpu_seconds
j8_2353,471,29,evosuite,1,1,76.25,83.27,70.64,6.54,155.9,cpu_seconds
j8_2354,1452,51,evosuite,1,1,92.87,94.78,90.28,6.89,147.9,cpu_seconds
j8_2355,767,33,evosuite,1,1,81.02,91.1,84.19,8.67,174.6,cpu_seconds
j8_2356,2934,110,evosuite,1,1,78.07,82.22,63.77,12.38,247.4,cpu_seconds
j8_2357,533,47,evosuite,1,1,81.54,85.31,67.05,6.29,147.6,cpu_seconds
j8_2358,579,29,evosuite,1,1,77.86,82.59,69.77,12.17,150.8,cpu_seconds
j8_2359,601,59,evosuite,1,1,83.56,81.01,84.93,7.1,149.3,cpu_seconds
j8_2360,1617,78,evosuite,1,1,84.0,89.5,88.28,4.48,275.3,cpu_seconds
j8_2361,508,34,evosuite,1,1,92.7,94.48,83.81,6.01,146.6,cpu_seconds
j8_2362,209,14,evosuite,1,1,94.71,95.21,96.26,10.52,96.9,cpu_seconds
j8_2363,157,9,evosuite,1,1,78.75,77.57,70.73,9.54,102.2,cpu_seconds
j8_2364,890,40,evosuite,1,1,57.92,65.59,47.31,12.85,205.8,cpu_seconds
j8_2365,328,33,evosuite,1,1,96.74,96.15,88.74,4.44,136.1,cpu_seconds
j8_2366,747,36,evosuite,1,1,100.0,91.38,86.54,7.45,191.1,cpu_seconds
j8_2367,3165,324,evosuite,1,1,84.65,91.76,65.14,9.22,258.7,cpu_seconds
j8_2368,366,24,evosuite,1,1,78.99,79.1,63.76,6.62,109.6,cpu_seconds
j8_2369,622,35,evosuite,1,1,72.82,79.54,64.32,8.56,222.3,cpu_seconds
j8_2370,523,33,evosuite,1,1,76.63,82.59,80.25,10.15,172.4,cpu_seconds
j8_2371,1269,35,evosuite,1,1,89.86,94.55,85.21,3.43,239.6,cpu_seconds
j8_2372,2025,69,evosuite,1,1,85.68,88.46,74.07,7.44,277.5,cpu_seconds
j8_2373,211,13,evosuite,1,1,88.84,91.67,72.08,3.77,78.5,cpu_seconds
j8_2374,1678,70,evosuite,1,1,75.44,82.52,67.42,4.9,202.4,cpu_seconds
j8_2375,1639,60,evosuite,1,1,76.3,80.64,56.22,8.5,240.1,cpu_seconds
j8_2376,423,11,evosuite,1,1,78.91,81.77,69.45,11.16,113.0,cpu_seconds
j8_2377,1661,83,evosuite,1,1,57.1,70.8,62.65,13.72,176.6,cpu_seconds
j8_2378,1197,44,evosuite,1,1,85.99,93.94,78.8,5.18,192.1,cpu_seconds
j8_2379,596,49,evosuite,1,1,77.48,81.01,75.32,14.93,171.7,cpu_seconds
j8_2380,257,11,evosuite,1,1,82.41,94.98,70.85,9.67,117.4,cpu_seconds
j8_2381,200,17,evosuite,1,1,85.74,91.76,85.22,8.97,94.1,cpu_seconds
j8_2382,362,24,evosuite,1,1,98.39,92.33,77.88,13.69,100.2,cpu_seconds
j8_2383,817,40,evosuite,1,1,87.62,92.05,62.16,7.03,225.0,cpu_seconds
j8_2384,85,6,evosuite,1,1,100.0,100.0,94.68,4.05,43.7,cpu_seconds
j8_2385,135,7,evosuite,1,1,93.32,93.96,93.27,8.64,66.9,cpu_seconds
j8_2386,1103,49,evosuite,1,1,94.1,95.3,91.22,8.94,290.6,cpu_seconds
j8_2387,527,23,evosuite,1,1,55.01,60.74,34.97,14.12,187.3,cpu_seconds
j8_2388,336,21,evosuite,1,1,84.15,88.46,84.76,8.86,164.0,cpu_seconds
j8_2389,1434,69,evosuite,1,1,86.35,93.81,76.16,5.8,239.1,cpu_seconds
j8_2390,289,18,evosuite,1,1,81.5,92.42,85.73,3.57,119.8,cpu_seconds
j8_2391,567,21,evosuite,1,1,65.05,77.04,53.06,11.41,166.4,cpu_seconds
j8_2392,330,12,evosuite,1,1,90.23,93.5,79.05,5.46,150.7,cpu_seconds
j8_2393,1989,100,evosuite,1,1,78.16,83.14,75.73,13.13,292.9,cpu_seconds
j8_2394,597,26,evosuite,1,1,82.47,80.86,73.63,9.8,171.8,cpu_seconds
j8_2395,1166,62,evosuite,1,1,99.22,97.95,87.95,6.22,237.0,cpu_seconds
j8_2396,214,18,evosuite,1,1,84.32,92.12,68.59,7.06,43.7,cpu_seconds
j8_2397,1149,68,evosuite,1,1,66.91,69.89,65.54,16.87,159.5,cpu_seconds
j8_2398,296,16,evosuite,1,1,74.44,87.75,73.8,6.98,115.5,cpu_seconds
j8_2399,1951,104,evosuite,1,1,87.19,91.27,95.95,5.64,217.9,cpu_seconds
j8_2400,1087,44,evosuite,1,1,87.65,91.56,72.5,3.21,191.2,cpu_seconds
j8_2401,376,25,evosuite,1,1,98.92,99.02,84.7,5.14,149.5,cpu_seconds
j8_2402,162,8,evosuite,1,1,87.84,97.63,89.79,7.76,112.1,cpu_seconds
j8_2403,774,40,evosuite,1,1,80.31,85.57,75.74,9.82,221.1,cpu_seconds
j8_2404,1181,61,evosuite,1,1,79.71,80.53,63.03,6.93,159.1,cpu_seconds
j8_2405,662,22,evosuite,1,1,76.55,83.17,70.4,8.22,188.8,cpu_seconds
j8_2406,1112,69,evosuite,1,1,76.26,70.72,69.63,9.44,191.4,cpu_seconds
j8_2407,346,20,evosuite,1,1,96.62,100.0,84.53,5.13,89.9,cpu_seconds
j8_2408,4646,211,evosuite,1,1,66.21,71.52,61.94,13.55,294.1,cpu_seconds
j8_2409,553,25,evosuite,1,1,76.75,81.38,55.2,10.71,167.2,cpu_seconds
j8_2410,1459,80,evosuite,1,1,100.0,100.0,100.0,4.31,127.0,cpu_seconds
j8_2411,422,26,evosuite,1,1,77.16,88.79,82.19,12.12,131.0,cpu_seconds
j8_2412,528,27,evosuite,1,1,98.69,96.97,99.58,8.09,181.1,cpu_seconds
j8_2413,483,33,evosuite,1,1,100.0,100.0,100.0,6.46,180.8,cpu_seconds
j8_2414,700,27,evosuite,1,1,88.54,91.01,74.26,4.58,190.0,cpu_seconds
j8_2415,557,30,evosuite,1,1,86.12,89.92,66.38,3.41,184.9,cpu_seconds
j8_2416,6726,132,evosuite,1,1,79.08,76.32,63.51,9.94,320.9,cpu_seconds
j8_2417,4454,121,evosuite,1,1,67.83,74.0,65.1,10.94,265.0,cpu_seconds
j8_2418,451,39,evosuite,1,1,81.42,77.56,75.88,12.39,121.6,cpu_seconds
j8_2419,443,37,evosuite,1,1,86.3,88.63,85.9,7.48,132.2,cpu_seconds
j8_2420,1101,90,evosuite,1,1,72.11,79.46,63.11,12.19,225.7,cpu_seconds
j8_2421,148,11,evosuite,1,1,81.57,90.72,67.41,9.98,43.7,cpu_seconds
j8_2422,1471,95,evosuite,1,1,75.62,82.3,69.17,6.51,278.0,cpu_seconds
j8_2423,644,29,evosuite,1,1,80.34,81.06,67.04,11.01,136.1,cpu_seconds
j8_2424,684,32,evosuite,1,1,79.01,84.82,66.02,11.6,136.9,cpu_seconds
j8_2425,4888,154,evosuite,1,1,81.71,92.27,72.77,9.94,354.6,cpu_seconds
j8_2426,615,30,evosuite,1,1,72.2,86.89,69.19,8.36,214.5,cpu_seconds
j8_2427,708,40,evosuite,1,1,80.72,88.4,73.75,12.76,152.2,cpu_seconds
j8_2428,2406,109,evosuite,1,1,78.21,82.11,72.44,14.48,287.7,cpu_seconds
j8_2429,841,36,evosuite,1,1,91.99,96.15,85.04,10.38,153.6,cpu_seconds
j8_2430,1442,69,evosuite,1,1,76.2,85.4,90.36,10.19,228.9,cpu_seconds
j8_2431,513,35,evosuite,1,1,88.19,95.8,77.03,4.98,129.4,cpu_seconds
j8_2432,825,31,evosuite,1,1,80.25,90.31,80.84,9.02,150.7,cpu_seconds
j8_2433,797,27,evosuite,1,1,81.75,89.68,70.6,9.08,171.4,cpu_seconds
j8_2434,853,33,evosuite,1,1,87.62,91.06,81.18,9.71,145.7,cpu_seconds
j8_2435,620,36,evosuite,1,1,79.26,88.2,76.8,11.49,110.3,cpu_seconds
j8_2436,419,25,evosuite,1,1,76.79,82.41,61.78,11.1,157.3,cpu_seconds
j8_2437,1229,65,evosuite,1,1,75.3,81.31,73.71,11.15,207.0,cpu_seconds
j8_2438,763,34,evosuite,1,1,68.02,75.69,66.73,13.69,156.7,cpu_seconds
j8_2439,340,27,evosuite,1,1,91.6,93.8,95.24,3.81,85.8,cpu_seconds
j8_2440,293,11,evosuite,1,1,92.98,95.75,86.43,8.23,101.9,cpu_seconds
j8_2441,464,29,evosuite,1,1,75.44,77.65,63.89,11.77,127.9,cpu_seconds
j8_2442,373,34,evosuite,1,1,66.82,75.32,51.3,9.63,139.1,cpu_seconds
j8_2443,1404,49,evosuite,1,1,79.65,82.98,66.65,11.06,194.6,cpu_seconds
j8_2444,332,26,evosuite,1,1,99.66,100.0,90.83,2.48,162.8,cpu_seconds
j8_2445,439,22,evosuite,1,1,84.24,83.41,80.07,9.0,112.8,cpu_seconds
j8_2446,819,31,evosuite,1,1,69.52,83.51,66.55,9.05,180.7,cpu_seconds
j8_2447,294,24,evosuite,1,1,96.97,96.83,79.54,5.42,119.9,cpu_seconds
j8_2448,229,13,evosuite,1,1,80.79,84.17,86.77,8.02,91.1,cpu_seconds
j8_2449,568,34,evosuite,1,1,80.31,79.75,67.25,6.99,149.5,cpu_seconds
j8_2450,2030,112,evosuite,1,1,60.25,74.93,58.29,12.63,214.4,cpu_seconds
j8_2451,1297,42,evosuite,1,1,77.91,82.87,82.77,5.9,222.4,cpu_seconds
j8_2452,919,58,evosuite,1,1,75.21,84.56,77.21,9.02,168.5,cpu_seconds
j8_2453,1900,88,evosuite,1,1,81.85,81.89,65.89,11.14,183.8,cpu_seconds
j8_2454,1264,39,evosuite,1,1,69.0,75.71,65.85,14.56,214.1,cpu_seconds
j8_2455,249,20,evosuite,1,1,74.95,82.72,58.29,9.12,133.2,cpu_seconds
j8_2456,2712,206,evosuite,1,1,76.84,81.71,80.41,10.47,204.0,cpu_seconds
j8_2457,485,23,evosuite,1,1,94.37,93.24,76.24,7.44,156.0,cpu_seconds
j8_2458,376,15,evosuite,1,1,82.19,77.68,78.9,10.17,145.3,cpu_seconds
j8_2459,593,31,evosuite,1,1,95.66,96.51,77.35,8.08,167.1,cpu_seconds
j8_2460,1644,97,evosuite,1,1,70.17,79.31,61.38,9.13,215.8,cpu_seconds
j8_2461,597,29,evosuite,1,1,72.31,84.02,83.12,8.6,185.1,cpu_seconds
j8_2462,9791,407,evosuite,1,1,66.49,77.5,59.7,10.26,324.2,cpu_seconds
j8_2463,1180,79,evosuite,1,1,64.46,74.59,67.37,14.36,249.3,cpu_seconds
j8_2464,633,44,evosuite,1,1,77.28,88.52,66.34,13.26,142.7,cpu_seconds
j8_2465,953,33,evosuite,1,1,90.87,91.4,86.36,7.93,151.0,cpu_seconds
j8_2466,1748,68,evosuite,1,1,76.48,83.33,75.66,12.32,256.7,cpu_seconds
j8_2467,715,35,evosuite,1,1,82.08,89.55,69.19,10.07,162.8,cpu_seconds
j8_2468,790,44,evosuite,1,1,76.5,81.01,65.46,6.87,156.8,cpu_seconds
j8_2469,349,22,evosuite,1,1,95.9,94.03,93.46,5.6,86.0,cpu_seconds
j8_2470,3246,159,evosuite,1,1,72.52,82.03,64.02,10.43,344.0,cpu_seconds
j8_2471,308,21,evosuite,1,1,100.0,100.0,92.53,8.59,146.5,cpu_seconds
j8_2472,327,32,evosuite,1,1,94.51,100.0,89.63,0.74,149.7,cpu_seconds
j8_2473,1243,79,evosuite,1,1,100.0,99.72,93.94,6.57,225.9,cpu_seconds
j8_2474,316,19,evosuite,1,1,80.44,88.37,80.44,8.17,43.7,cpu_seconds
j8_2475,316,24,evosuite,1,1,87.1,88.49,81.91,15.53,150.8,cpu_seconds
j8_2476,283,16,evosuite,1,1,77.94,79.21,73.01,11.79,105.2,cpu_seconds
j8_2477,606,38,evosuite,1,1,84.8,86.97,95.2,8.59,152.7,cpu_seconds
j8_2478,1225,54,evosuite,1,1,78.37,81.18,67.38,10.93,203.3,cpu_seconds
j8_2479,1326,50,evosuite,1,1,83.85,81.27,69.84,11.6,194.7,cpu_seconds
j8_2480,1430,52,evosuite,1,1,71.41,80.07,64.5,7.04,201.7,cpu_seconds
j8_2481,689,38,evosuite,1,1,74.98,82.98,71.23,14.09,154.4,cpu_seconds
j8_2482,3497,196,evosuite,1,1,80.77,87.26,79.45,8.78,203.5,cpu_seconds
j8_2483,2825,72,evosuite,1,1,82.31,90.04,79.05,7.12,234.3,cpu_seconds
j8_2484,853,54,evosuite,1,1,75.86,77.5,53.27,12.24,197.6,cpu_seconds
j8_2485,1411,86,evosuite,1,1,79.33,82.01,79.17,11.1,216.6,cpu_seconds
j8_2486,1622,41,evosuite,1,1,84.6,81.35,70.58,14.09,276.9,cpu_seconds
j8_2487,1021,36,evosuite,1,1,79.27,81.05,61.88,10.32,158.4,cpu_seconds
j8_2488,4482,283,evosuite,1,1,77.42,84.0,79.13,12.34,268.8,cpu_seconds
j8_2489,821,41,evosuite,1,1,85.25,89.85,78.26,6.46,202.6,cpu_seconds
j8_2490,1386,76,evosuite,1,1,80.03,85.15,72.94,14.91,236.9,cpu_seconds
j8_2491,2389,90,evosuite,1,1,88.96,85.7,61.76,7.27,218.7,cpu_seconds
j8_2492,200,11,evosuite,1,1,78.37,88.52,75.95,14.25,102.5,cpu_seconds
j8_2493,318,24,evosuite,1,1,79.44,89.85,89.2,6.34,171.5,cpu_seconds
j8_2494,755,70,evosuite,1,1,84.81,88.64,71.84,6.71,159.8,cpu_seconds
j8_2495,141,9,evosuite,1,1,93.03,98.79,91.88,7.86,43.7,cpu_seconds
j8_2496,239,9,evosuite,1,1,86.41,91.15,82.06,10.66,133.9,cpu_seconds
j8_2497,2391,96,evosuite,1,1,76.95,83.01,73.0,8.71,209.0,cpu_seconds
j8_2498,900,30,evosuite,1,1,84.79,86.67,73.92,9.82,204.1,cpu_seconds
j8_2499,925,40,evosuite,1,1,93.13,91.36,62.13,9.7,255.5,cpu_seconds
j8_2500,506,20,evosuite,1,1,99.45,97.05,95.76,9.02,192.3,cpu_seconds
j8_2501,2698,151,evosuite,1,1,78.86,84.93,75.94,11.25,227.4,cpu_seconds
j8_2502,1281,74,evosuite,1,1,84.5,87.98,71.3,11.13,250.3,cpu_seconds
j8_2503,399,34,evosuite,1,1,100.0,100.0,100.0,7.47,77.8,cpu_seconds
j8_2504,219,14,evosuite,1,1,100.0,100.0,81.21,3.71,115.3,cpu_seconds
j8_2505,1171,37,evosuite,1,1,69.91,82.69,79.59,16.06,239.4,cpu_seconds
j8_2506,1033,38,evosuite,1,1,93.33,90.76,88.35,7.78,173.7,cpu_seconds
j8_2507,1691,53,evosuite,1,1,79.81,83.9,75.94,10.04,247.4,cpu_seconds
j8_2508,195,15,evosuite,1,1,88.37,92.88,90.14,6.86,136.9,cpu_seconds
j8_2509,1412,45,evosuite,1,1,84.65,83.88,67.22,10.26,147.4,cpu_seconds
j8_2510,254,14,evosuite,1,1,90.24,90.36,83.67,2.87,61.5,cpu_seconds
j8_2511,274,14,evosuite,1,1,86.35,89.23,81.64,8.21,105.0,cpu_seconds
j8_2512,1033,38,evosuite,1,1,72.07,78.01,62.4,12.19,184.8,cpu_seconds
j8_2513,959,46,evosuite,1,1,85.02,89.34,68.16,8.68,201.7,cpu_seconds
j8_2514,183,12,evosuite,1,1,100.0,100.0,100.0,5.63,91.8,cpu_seconds
j8_2515,1211,32,evosuite,1,1,72.31,74.23,69.85,8.54,281.3,cpu_seconds
j8_2516,1228,46,evosuite,1,1,72.95,78.78,72.79,10.43,206.7,cpu_seconds
j8_2517,1140,77,evosuite,1,1,83.22,81.22,87.89,11.06,198.1,cpu_seconds
j8_2518,1642,100,evosuite,1,1,88.74,89.98,82.61,4.02,218.1,cpu_seconds
j8_2519,140,7,evosuite,1,1,100.0,100.0,100.0,11.45,83.9,cpu_seconds
j8_2520,355,21,evosuite,1,1,76.72,81.0,70.68,8.9,157.0,cpu_seconds
j8_2521,917,65,evosuite,1,1,64.7,70.16,69.4,10.5,192.6,cpu_seconds
j8_2522,3729,182,evosuite,1,1,81.55,85.64,73.27,8.03,266.6,cpu_seconds
j8_2523,205,18,evosuite,1,1,91.76,92.98,79.74,9.1,109.3,cpu_seconds
j8_2524,599,27,evosuite,1,1,62.01,68.57,56.04,11.34,167.8,cpu_seconds
j8_2525,709,42,evosuite,1,1,83.86,89.23,68.23,7.95,153.9,cpu_seconds
j8_2526,1860,61,evosuite,1,1,78.95,90.86,83.22,11.86,248.4,cpu_seconds
j8_2527,1172,44,evosuite,1,1,89.31,86.5,79.37,5.55,243.3,cpu_seconds
j8_2528,746,37,evosuite,1,1,73.65,80.56,56.11,17.96,178.1,cpu_seconds
j8_2529,290,19,evosuite,1,1,87.1,90.19,69.75,4.62,152.1,cpu_seconds
j8_2530,530,30,evosuite,1,1,76.45,77.9,69.51,9.03,205.9,cpu_seconds
j8_2531,1645,77,evosuite,1,1,88.14,88.63,81.07,7.86,210.9,cpu_seconds
j8_2532,1596,61,evosuite,1,1,91.26,95.02,98.68,6.03,219.2,cpu_seconds
j8_2533,582,38,evosuite,1,1,94.26,92.21,93.56,6.97,207.3,cpu_seconds
j8_2534,170,14,evosuite,1,1,92.04,94.04,87.3,4.7,43.7,cpu_seconds
j8_2535,659,26,evosuite,1,1,85.75,90.12,74.1,6.4,232.7,cpu_seconds
j8_2536,700,28,evosuite,1,1,75.21,80.96,62.61,10.43,162.2,cpu_seconds
j8_2537,300,21,evosuite,1,1,86.37,87.1,66.11,7.66,143.2,cpu_seconds
j8_2538,176,20,evosuite,1,1,85.71,95.39,72.72,9.65,75.9,cpu_seconds
j8_2539,452,35,evosuite,1,1,67.41,82.4,53.52,7.17,161.6,cpu_seconds
j8_2540,1432,45,evosuite,1,1,92.81,95.68,95.22,6.41,171.6,cpu_seconds
j8_2541,1028,65,evosuite,1,1,88.92,84.17,78.79,3.21,146.4,cpu_seconds
j8_2542,347,19,evosuite,1,1,94.12,100.0,70.12,6.22,129.5,cpu_seconds
j8_2543,1244,39,evosuite,1,1,81.53,82.91,80.33,8.22,155.2,cpu_seconds
j8_2544,1221,38,evosuite,1,1,79.54,85.31,71.25,10.14,227.4,cpu_seconds
j8_2545,145,8,evosuite,1,1,81.04,83.0,68.3,11.23,63.7,cpu_seconds
j8_2546,420,15,evosuite,1,1,86.37,88.0,83.11,10.25,159.0,cpu_seconds
j8_2547,98,5,evosuite,1,1,90.04,96.71,97.97,7.43,43.7,cpu_seconds
j8_2548,583,24,evosuite,1,1,93.33,97.98,66.56,8.61,172.5,cpu_seconds
j8_2549,1074,90,evosuite,1,1,68.61,80.76,81.66,6.21,192.4,cpu_seconds
j8_2550,3051,163,evosuite,1,1,80.93,82.83,65.28,7.59,249.3,cpu_seconds
j8_2551,534,19,evosuite,1,1,79.59,85.98,84.2,7.32,145.5,cpu_seconds
j8_2552,1110,70,evosuite,1,1,87.49,90.46,89.8,6.32,236.5,cpu_seconds
j8_2553,1478,36,evosuite,1,1,83.71,88.76,85.2,6.49,200.9,cpu_seconds
j8_2554,418,17,evosuite,1,1,95.91,96.7,95.82,7.01,120.4,cpu_seconds
j8_2555,1358,75,evosuite,1,1,90.51,94.88,100.0,5.16,225.5,cpu_seconds
j8_2556,858,32,evosuite,1,1,95.34,100.0,77.33,9.27,197.5,cpu_seconds
j8_2557,1184,93,evosuite,1,1,84.42,89.29,73.4,12.89,208.8,cpu_seconds
j8_2558,1342,37,evosuite,1,1,68.05,75.16,60.44,13.6,222.8,cpu_seconds
j8_2559,171,8,evosuite,1,1,96.67,92.39,76.19,6.1,80.0,cpu_seconds
j8_2560,1031,36,evosuite,1,1,87.78,91.95,79.27,3.26,191.4,cpu_seconds
j8_2561,3275,126,evosuite,1,1,83.55,82.36,76.24,10.0,287.1,cpu_seconds
j8_2562,2343,98,evosuite,1,1,69.09,76.15,58.73,10.27,330.2,cpu_seconds
j8_2563,461,33,evosuite,1,1,72.82,84.98,64.23,10.37,149.4,cpu_seconds
j8_2564,1173,83,evosuite,1,1,65.52,71.45,53.73,12.14,199.4,cpu_seconds
j8_2565,2479,126,evosuite,1,1,66.13,70.69,67.45,6.81,202.9,cpu_seconds
j8_2566,380,27,evosuite,1,1,100.0,100.0,100.0,3.56,120.1,cpu_seconds
j8_2567,221,19,evosuite,1,1,73.96,77.28,69.23,13.73,76.0,cpu_seconds
j8_2568,913,48,evosuite,1,1,75.15,77.38,72.16,11.24,218.7,cpu_seconds
